Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Pwf,Wkw
2.3.LH46,-29.45989333,114.9267983,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,3,LH,46,1,13,,,
2.3.LH47,-29.45970333,114.9266217,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,3,LH,47,1,13,,,
2.3.LH48,-29.46500167,114.9251433,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,3,LH,48,1,13,,,
2.3.LH49,-29.46054333,114.926395,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,49,1,13,,,
2.3.LH50,-29.45921833,114.92644,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,50,1,13,,,
2.3.JB34,-29.423035,114.8976567,20180613,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,JB,34,1,13,,,
2.3.JB35,-29.42287,114.8950617,20180613,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,JB,35,1,13,,,
2.3.JB36,-29.42321833,114.8979917,20180613,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,JB,36,1,13,,,
2.3.JB38,-29.42395167,114.8954,20180613,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,JB,38,1,13,,,
2.3.JB39,-29.42659167,114.8959183,20180613,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,JB,39,1,13,1,,
2.4.CHout2_21,-29.48075662,114.9571474,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,21,1,13,,,
2.4.CHout2_22,-29.48189304,114.9590357,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,4,CHout2,22,1,13,,,
2.4.CHout2_23,-29.48292623,114.9591164,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,23,1,13,,,
2.4.CHout2_24,-29.48324927,114.9584705,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,24,1,13,1,,
2.4.CHout2_25,-29.48384531,114.9586337,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,25,1,13,,,
2.4.CHout2_26,-29.48254058,114.9592693,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,4,CHout2,26,1,13,,,
2.4.CHout2_27,-29.48411101,114.9560123,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,4,CHout2,27,1,13,,,
2.4.CHout2_28,-29.48039812,114.9569951,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,28,1,13,,,
2.4.CHout2_29,-29.48308038,114.9565488,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,29,1,13,,,
2.4.CHout2_30,-29.48175507,114.9569091,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,30,1,13,,,
2.4.CHout2_31,-29.48138044,114.9571754,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,31,1,13,,,
2.4.CHout2_32,-29.47975364,114.9571316,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,32,1,13,,,
2.4.CHout2_33,-29.47766357,114.9591455,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,33,1,13,,,
2.4.CHout2_37,-29.47806448,114.9595253,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,37,1,13,,,
2.4.CHout2_40,-29.47786122,114.9594116,20180614,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,CHout2,40,1,13,X,,4
2.4.GR11,-29.53563734,114.9294311,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,4,GR,11,1,13,,,
2.4.GR12,-29.53657871,114.9294241,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,GR,12,1,13,,,
2.4.GR13,-29.53707907,114.9292588,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,4,GR,13,1,13,,,
2.4.GR14,-29.5371908,114.9287776,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,4,GR,14,1,13,,,
2.4.GR15,-29.53919583,114.9282116,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Seagrass Crab (1),Dongara.Millers.Masters,2,4,GR,15,1,13,,,
2.4.GR16,-29.53955772,114.928604,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,GR,16,1,13,,,
2.4.GR17,-29.54010301,114.9285602,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,GR,17,1,13,,,
2.4.GR18,-29.53808854,114.9285471,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,4,GR,18,1,13,,,
2.4.GR19,-29.53872096,114.9286027,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,GR,19,1,13,,,
2.4.GR20,-29.5410158,114.9272221,20180614,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,GR,20,1,13,,,
2.4.IR2,-29.3450614,114.8734643,20180614,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,IR,2,1,13,,,
2.4.IR3,-29.34469151,114.8738654,20180614,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,IR,3,1,13,,,
2.4.IR6,-29.3443199,114.8740871,20180614,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,IR,6,1,13,,,
2.4.IR8,-29.34331109,114.8740015,20180614,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,IR,8,1,13,,,
2.4.IR9,-29.34374163,114.8740849,20180614,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,IR,9,1,13,,X,
2.4.LH41,-29.46718334,114.9241898,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,41,1,13,,,
2.4.LH42,-29.46722655,114.925393,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,42,,13,,,
2.4.LH43,-29.46670859,114.9253007,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,43,1,13,,,
2.4.LH44,-29.46577506,114.9255792,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,44,1,13,,,
2.4.LH45,-29.4599335,114.926504,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Ribbon weed,Dongara.Millers.Masters,2,4,LH,45,1,13,,,
2.4.LH46,-29.460905,114.92617,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,46,1,13,,,
2.4.LH47,-29.45958322,114.9261397,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,47,1,13,,,
2.4.LH48,-29.46517743,114.9243463,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,4,LH,48,1,13,,,
2.4.LH49,-29.46034723,114.9263394,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Crab (1) Ribbon weed,Dongara.Millers.Masters,2,4,LH,49,1,13,,,
2.4.LH50,-29.45916806,114.9266351,20180614,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,LH,50,1,13,,,
2.4.JB1,-29.42303665,114.895106,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,4,JB,1,1,13,,,
2.4.JB10,-29.4226839,114.8975372,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,10,1,13,,,
2.4.JB34,-29.42394773,114.8959333,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,34,1,13,,,
2.4.JB35,-29.42329662,114.895205,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,35,1,13,,,
2.4.JB36,-29.43314858,114.8998471,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,36,1,13,,,
2.4.JB38,-29.42668345,114.8959591,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,38,1,13,,,1
2.4.JB39,-29.42665131,114.8965403,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,39,1,13,,,
2.4.JB4,-29.42302387,114.8979892,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,4,1,13,,,
2.4.JB5,-29.42216586,114.8976955,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,5,1,13,,,
2.4.JB7,-29.42257972,114.8958214,20180614,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,4,JB,7,1,13,,,
2.5.CHin1_21,-29.52728167,114.959855,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,21,1,13,,,
2.5.CHin1_22,-29.52430333,114.9602267,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,22,1,13,,,
2.5.CHin1_23,-29.522795,114.9607767,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,23,1,13,,,
2.5.CHin1_24,-29.52483667,114.960205,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,24,1,13,,,
2.5.CHin1_25,-29.52505,114.9603283,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,25,1,13,,,
2.5.CHin1_26,-29.520845,114.9608117,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,Cuttlefish (1),Dongara.Millers.Masters,2,5,CHin1,26,1,13,,,
2.5.CHin1_27,-29.52544667,114.9604067,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,27,1,13,,,
2.5.CHin1_28,-29.52788,114.9597133,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,Hermit crab (1),Dongara.Millers.Masters,2,5,CHin1,28,1,13,,,
2.5.CHin1_29,-29.52692333,114.959445,20180615,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin1,29,1,13,,,
2.5.CHin2_1,-29.5386,114.9530117,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,1,1,13,,,
2.5.CHin2_10,-29.53889833,114.953005,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,10,1,13,,,
2.5.CHin2_30,-29.53280167,114.957605,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,30,1,13,,,
2.5.CHin2_31,-29.53346167,114.9574917,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,31,1,13,,,
2.5.CHin2_32,-29.53386333,114.9573733,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,32,1,13,,,
2.5.CHin2_33,-29.53573,114.9590833,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,33,1,13,,,
2.5.CHin2_35,-29.53835833,114.952495,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,5,CHin2,35,1,13,1,,
2.5.CHin2_36,-29.540125,114.950885,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,36,1,13,,,
2.5.CHin2_37,-29.53470667,114.957185,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,37,1,13,,,
2.5.CHin2_38,-29.53957833,114.9516017,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,38,1,13,,,
2.5.CHin2_4,-29.54098833,114.9504317,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,4,1,13,,,
2.5.CHin2_40,-29.53587167,114.9590283,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,40,1,13,,,
2.5.CHin2_41,-29.53551167,114.9568667,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,41,1,13,,,
2.5.CHin2_43,-29.53665833,114.9584383,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,5,CHin2,43,1,13,1,,
2.5.CHin2_44,-29.53795333,114.9527533,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,44,1,13,,,
2.5.CHin2_45,-29.53611667,114.95895,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,45,1,13,,,
2.5.CHin2_47,-29.53628,114.9587433,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,47,1,13,1,,
2.5.CHin2_48,-29.53763333,114.952585,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,48,1,13,,,
2.5.CHin2_5,-29.53875,114.9518233,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,5,1,13,,,
2.5.CHin2_7,-29.54055,114.9506283,20180615,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,CHin2,7,1,13,,,
2.5.GR11,-29.53567167,114.92925,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,11,1,13,,,
2.5.GR12,-29.53669,114.929445,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,12,1,13,X,,
2.5.GR13,-29.53703833,114.929295,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,13,1,13,,,
2.5.GR14,-29.53710167,114.9285633,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,14,1,13,,,
2.5.GR15,-29.53921833,114.92818,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,15,1,13,,,
2.5.GR16,-29.53961,114.9286067,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,16,1,13,,,
2.5.GR17,-29.54009167,114.9284367,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,17,1,13,,,
2.5.GR18,-29.53811167,114.92859,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,18,1,13,,,
2.5.GR19,-29.538685,114.928405,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,GR,19,1,13,,,
2.5.GR20,-29.54056167,114.92773,20180615,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Hermit crab (1),Dongara.Millers.Masters,2,5,GR,20,1,13,,,1
2.5.LH34,-29.45916833,114.9266617,20180615,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,LH,34,1,13,,,
2.5.LH39,-29.45970833,114.9267267,20180615,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,LH,39,1,13,,,1
2.5.LH46,-29.46083,114.92624,20180615,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,LH,46,1,13,,,
2.5.LH49,-29.46047333,114.926395,20180615,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,LH,49,1,13,,,
2.5.LH50,-29.46017167,114.9266617,20180615,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,LH,50,1,13,,,
2.5.WL2,-29.38317833,114.8882517,20180615,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,WL,2,1,13,,,1
2.5.WL3,-29.38381167,114.8867433,20180615,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,WL,3,1,13,,,
2.5.WL6,-29.38476833,114.8860183,20180615,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,WL,6,1,13,,,
2.5.WL8,-29.38360833,114.8872,20180615,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,5,WL,8,1,13,,,
2.5.WL9,-29.38329,114.8878083,20180615,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,5,WL,9,1,13,,,
