RecordCounter,HeaderID,VTAGNO,REC,POT_NO,POT_TYPE_ID,DAY_PULL,CLENGTH,SEX,COLOUR,SETOSE,OLD_ANT,OLD_LEGS,NEW_ANT,NEW_LEGS,REG_ANT,REG_LEGS,REMARKS,Pot.Remarks,PWO,WKW,PWF,y,m,d,Longitude,Latitude
980729,14944,V190930,1,7,8,1,53.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4,,,,,2018,6,13,114.887817,-29.171072
980730,14944,V190961,1,7,8,1,66.5,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 3 # 4,,,,,2018,6,13,114.887817,-29.171072
980731,14944,V192073,NA,7,8,1,60.90000153,M,R,NA,NA,1,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980732,14944,V192074,NA,7,8,1,47.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980733,14944,V190911,1,7,8,1,76.80000305,F,R,NA,NA,NA,NA,1,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980734,14944,V192075,NA,7,8,1,52.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980735,14944,V190908,1,7,8,1,52.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980736,14944,V192076,NA,7,8,1,47.40000153,F,R,NA,NA,NA,NA,2,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980737,14944,V190946,1,7,8,1,47.79999924,M,R,NA,1,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980738,14944,V190922,1,7,8,1,50.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980739,14944,V192077,NA,7,8,1,50.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980740,14944,V192078,NA,7,8,1,50.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980741,14944,V192079,NA,7,8,1,47.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980742,14944,V192080,NA,7,8,1,47.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980743,14944,V192081,NA,7,8,1,50.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980744,14944,V190923,1,7,8,1,48.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980745,14944,V192082,NA,8,8,1,75.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980746,14944,V190529,1,8,8,1,83,M,R,NA,NA,3,NA,1,NA,NA,PLEO # 1 # 3 # 4,,,,,2018,6,13,114.887817,-29.171072
980747,14944,V190929,1,8,8,1,51.5,M,R,NA,1,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980748,14944,V190300,1,8,8,1,62.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 2 # 4,,,,,2018,6,13,114.887817,-29.171072
980749,14944,V190279,1,9,8,1,77.19999695,M,R,NA,NA,NA,NA,2,NA,2,PLEO # 1M # 2M ,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980750,14944,V192017,1,9,8,1,79.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,"PLEO # 1M # 4, Tag scar",Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980751,14944,V190582,1,9,8,1,46.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 3 # 4,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980752,14944,V190015,1,9,8,1,64.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 4,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980753,14944,V190310,1,9,8,1,59.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 2 # 3 # 4,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980754,14944,V190674,1,9,8,1,65.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 4,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980755,14944,V192083,NA,9,8,1,50.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980756,14944,V192084,NA,9,8,1,50.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980757,14944,V192085,NA,9,8,1,63.59999847,M,R,NA,NA,NA,NA,1,NA,NA,NA,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980758,14944,V192086,NA,9,8,1,56.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980759,14944,V177914,1,9,8,1,43.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,Hermit crab (1),,,,2018,6,13,114.887817,-29.171072
980760,14944,V192052,1,10,8,1,53.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,K205 PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980761,14944,V190332,1,10,8,1,62.70000076,F,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2 # 3 # 4,,,,,2018,6,13,114.887817,-29.171072
980762,14944,V190350,1,10,8,1,57.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 2 # 3 # 4,,,,,2018,6,13,114.887817,-29.171072
980763,14944,V190934,1,10,8,1,64.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980764,14944,V190308,1,10,8,1,67.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 4,,,,,2018,6,13,114.887817,-29.171072
980765,14944,V177880,1,10,8,1,44,M,R,NA,NA,6,NA,NA,NA,NA,PLEO # 3M,,,,,2018,6,13,114.887817,-29.171072
980766,14944,V190826,1,10,8,1,49.90000153,F,R,NA,1,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,6,13,114.887817,-29.171072
980767,14944,V190277,1,10,8,1,66.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 4,,,,,2018,6,13,114.887817,-29.171072
980768,14944,V192087,NA,10,8,1,78,M,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980769,14944,V192088,NA,10,8,1,62.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,"PLEO # 4, Tag scar",,,,,2018,6,13,114.887817,-29.171072
980770,14944,V192062,1,10,8,1,57.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1M # 4,,,,,2018,6,13,114.887817,-29.171072
980771,14944,V190292,1,10,8,1,60.09999847,F,R,NA,NA,NA,NA,1,NA,NA,PLEO # 1M # 2M # 3M,,,,,2018,6,13,114.887817,-29.171072
980772,14944,V192061,1,10,8,1,55.29999924,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980773,14944,V190886,1,10,8,1,65.09999847,M,R,NA,NA,NA,NA,1,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980774,14944,V190367,1,10,8,1,51.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2M,,,,,2018,6,13,114.887817,-29.171072
980775,14944,V177886,1,10,8,1,44.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2M # 3M,,,,,2018,6,13,114.887817,-29.171072
980776,14944,V192089,NA,10,8,1,46.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980777,14944,V192090,NA,10,8,1,47.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980778,14944,V190323,1,10,8,1,44.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 4,,,,,2018,6,13,114.887817,-29.171072
980779,14944,V190895,NA,10,8,1,40.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4,,,,,2018,6,13,114.887817,-29.171072
980780,14944,V177928,1,10,8,1,43.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3M,,,,,2018,6,13,114.887817,-29.171072
980781,14944,V190313,1,10,8,1,42.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 2,,,,,2018,6,13,114.887817,-29.171072
980782,14944,V192091,NA,10,8,1,47.59999847,M,R,NA,NA,NA,NA,NA,1,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980783,14944,V192092,NA,10,8,1,34.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980784,14944,V192093,NA,11,8,1,84,M,R,NA,NA,NA,NA,NA,NA,NA,K206,,,,,2018,6,13,114.887817,-29.171072
980785,14944,V190397,1,11,8,1,65.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1M #2M # 3M,,,,,2018,6,13,114.887817,-29.171072
980786,14944,V177935,1,11,8,1,54.90000153,F,R,NA,NA,NA,1,NA,NA,NA,PLEO # 3 # 4,,,,,2018,6,13,114.887817,-29.171072
980787,14944,V190351,1,11,8,1,62.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 2M,,,,,2018,6,13,114.887817,-29.171072
980788,14944,V190716,1,11,8,1,50,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 4,,,,,2018,6,13,114.887817,-29.171072
980789,14944,V190887,1,11,8,1,53.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,13,114.887817,-29.171072
980790,14944,V192094,NA,11,8,1,44.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980791,14944,V177882,1,11,8,1,60.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,K206 PLEO # 3 # 4,,,,,2018,6,13,114.887817,-29.171072
980792,14944,V192095,NA,11,8,1,50.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,13,114.887817,-29.171072
980793,14944,V190522,1,11,8,1,46.20000076,M,R,NA,NA,NA,NA,1,NA,NA,PLEO # 1 # 2,,,,,2018,6,13,114.887817,-29.171072
980794,14944,V177933,1,12,8,1,47,F,R,NA,NA,1,1,NA,NA,NA,PLEO # 3,,,,,2018,6,13,114.887817,-29.171072
980795,14945,V190581,1,1,8,1,46.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,Pot drifted,,,,2018,6,14,114.887817,-29.171072
980796,14945,V192096,NA,1,8,1,52.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,6,14,114.887817,-29.171072
980797,14945,V177933,1,1,8,1,46.90000153,F,R,NA,NA,1,1,NA,NA,NA,PLEO # 3 # 5,Pot drifted,,,,2018,6,14,114.887817,-29.171072
980798,14945,V192097,NA,1,8,1,39.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Pot drifted,,,,2018,6,14,114.887817,-29.171072
980799,14945,V190387,1,2,8,1,84.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2M # 3M,,,,,2018,6,14,114.887817,-29.171072
980800,14945,V190380,1,2,8,1,78.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2M,,,,,2018,6,14,114.887817,-29.171072
980801,14945,V192098,NA,2,8,1,49.70000076,M,R,NA,NA,4,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980802,14945,V190385,1,2,8,1,65.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2M # 3M,,,,,2018,6,14,114.887817,-29.171072
980803,14945,V192099,NA,2,8,1,39.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980804,14945,V190719,1,2,8,1,42.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2M # 3M,,,,,2018,6,14,114.887817,-29.171072
980805,14945,V192100,NA,2,8,1,46,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980806,14945,V190801,NA,2,8,1,40,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980807,14945,V190802,NA,2,8,1,40.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980808,14945,V190803,NA,2,8,1,45.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980809,14945,V190804,NA,2,8,1,40,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980810,14945,V190805,NA,2,8,1,36.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980811,14945,V190674,1,3,8,1,65.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 3 # 5,,,,,2018,6,14,114.887817,-29.171072
980812,14945,V192056,1,3,8,1,65.90000153,M,R,NA,NA,2,NA,NA,NA,2,PLEO # 4,,,,,2018,6,14,114.887817,-29.171072
980813,14945,V192093,1,3,8,1,83.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 5,,,,,2018,6,14,114.887817,-29.171072
980814,14945,V190289,1,3,8,1,66.40000153,M,R,NA,NA,2,NA,NA,NA,3,PLEO # 1M # 2M,,,,,2018,6,14,114.887817,-29.171072
980815,14945,V190806,NA,3,8,1,56.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980816,14945,V190807,NA,3,8,1,50.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980817,14945,V190808,NA,3,8,1,50,F,R,NA,NA,1,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980818,14945,V190809,NA,3,8,1,68.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980819,14945,V190810,NA,3,8,1,53.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980820,14945,V192009,1,3,8,1,74.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,14,114.887817,-29.171072
980821,14945,V190001,1,3,8,1,76,F,R,NA,NA,1,NA,NA,NA,NA,PLEO # 1M # 2M,,,,,2018,6,14,114.887817,-29.171072
980822,14945,V190811,NA,3,8,1,78.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980823,14945,V190812,NA,3,8,1,63.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980824,14945,V190813,NA,3,8,1,41.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980825,14945,V190814,NA,3,8,1,49,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980826,14945,V190815,NA,3,8,1,67,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980827,14945,V177950,1,3,8,1,68.59999847,M,R,NA,1,NA,NA,1,NA,NA,"LH Tag scar, RH Tag",,,,,2018,6,14,114.887817,-29.171072
980828,14945,V190816,NA,3,8,1,46.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1M # 3M,,,,,2018,6,14,114.887817,-29.171072
980829,14945,V190300,1,3,8,1,62.59999847,F,R,NA,NA,1,NA,1,NA,NA,PLEO # 1 # 2 # 4 # 5,,,,,2018,6,14,114.887817,-29.171072
980830,14945,V190817,NA,3,8,1,58.90000153,M,R,NA,NA,NA,NA,NA,NA,1,NA,,,,,2018,6,14,114.887817,-29.171072
980831,14945,V190501,NA,3,8,1,53.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980832,14945,V190502,NA,3,8,1,53.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980833,14945,V190503,NA,3,8,1,48.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980834,14945,V190504,NA,3,8,1,44.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980835,14945,V190505,NA,3,8,1,40.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980836,14945,V190506,NA,4,8,1,65.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980837,14945,V190321,1,4,8,1,55.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2 # 3 # 4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980838,14945,V190826,1,4,8,1,49.79999924,F,R,NA,1,NA,NA,NA,NA,NA,PLEO #3 # 5,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980839,14945,V190507,NA,4,8,1,54,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980840,14945,V190538,1,4,8,1,48.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980841,14945,V190508,NA,4,8,1,48.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980842,14945,V190509,NA,4,8,1,47.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,"LH Tag scar, RH Tag",Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980843,14945,V192059,1,4,8,1,65.69999695,F,R,NA,NA,2,NA,NA,NA,NA,PLEO # 1M # 4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980844,14945,V177919,1,4,8,1,56.59999847,F,R,NA,NA,2,NA,NA,NA,NA,PLEO # 3 # 4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980845,14945,V190510,NA,4,8,1,62.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980846,14945,V190511,NA,4,8,1,47.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980847,14945,V190545,1,4,8,1,52.40000153,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 1 # 2 # 4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980848,14945,V177880,1,4,8,1,43.90000153,M,R,NA,NA,6,NA,NA,NA,NA,PLEO # 3 # 5,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980849,14945,V190512,NA,4,8,1,88.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980850,14945,V190278,1,4,8,1,72.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980851,14945,V190934,1,4,8,1,64.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4 # 5,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980852,14945,V190365,1,4,8,1,56.90000153,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2M,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980853,14945,V190513,NA,4,8,1,49.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980854,14945,V192103,NA,4,8,1,41.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980855,14945,V192104,NA,4,8,1,43.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980856,14945,V192105,NA,4,8,1,55.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980857,14945,V192106,NA,4,8,1,51.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980858,14945,V177873,1,4,8,1,64.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980859,14945,V192107,NA,4,8,1,48.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980860,14945,V192108,NA,4,8,1,57.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980861,14945,V177911,1,4,8,1,50.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3M,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980862,14945,V177945,1,4,8,1,69.90000153,F,R,NA,NA,NA,NA,NA,NA,1,PLEO # 3,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980863,14945,V192109,NA,4,8,1,45.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980864,14945,V192110,NA,4,8,1,45,F,R,NA,NA,NA,1,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980865,14945,V192111,NA,4,8,1,47,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980866,14945,V177909,1,4,8,1,67.30000305,F,R,NA,NA,NA,1,NA,NA,NA,PLEO # 3,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980867,14945,V192112,NA,4,8,1,44.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980868,14945,V192113,NA,4,8,1,45.29999924,M,R,NA,NA,NA,1,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980869,14945,V190009,1,4,8,1,73.30000305,M,R,NA,NA,NA,NA,NA,NA,1,PLEO #1 #2 #3 #4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980870,14945,V192114,NA,4,8,1,49.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980871,14945,V192115,NA,4,8,1,47.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980872,14945,V190535,1,4,8,1,76.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1M # 2M,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980873,14945,V192116,NA,4,8,1,48.29999924,M,R,NA,NA,NA,NA,NA,NA,3,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980874,14945,V192117,NA,4,8,1,42.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980875,14945,V192118,NA,4,8,1,45.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980876,14945,V192119,NA,4,8,1,40.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980877,14945,V192121,NA,4,8,1,42.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980878,14945,V190299,1,4,8,1,51.40000153,F,R,NA,NA,NA,1,NA,NA,NA,PLEO #1 #2 #4,Hermit crab (1),,,,2018,6,14,114.887817,-29.171072
980879,14945,V192122,NA,5,8,1,68.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980880,14945,V190963,1,5,8,1,75.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3M,,,,,2018,6,14,114.887817,-29.171072
980881,14945,V190582,1,5,8,1,50,M,R,NA,NA,NA,NA,NA,NA,1,PLEO #2 #3 #4 #5,,,,,2018,6,14,114.887817,-29.171072
980882,14945,V190330,1,5,8,1,60.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,6,14,114.887817,-29.171072
980883,14945,V190476,1,5,8,1,75.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #5,,,,,2018,6,14,114.887817,-29.171072
980884,14945,V192123,NA,5,8,1,52.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980885,14945,V192124,NA,5,8,1,50.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980886,14945,V192015,1,5,8,1,46.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4,,,,,2018,6,14,114.887817,-29.171072
980887,14945,V190928,1,5,8,1,53.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4,,,,,2018,6,14,114.887817,-29.171072
980888,14945,V192029,1,5,8,1,47,F,R,NA,NA,1,NA,NA,NA,NA,PLEO #4,,,,,2018,6,14,114.887817,-29.171072
980889,14945,V190328,1,5,8,1,58.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,6,14,114.887817,-29.171072
980890,14945,V192125,NA,5,8,1,50.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980891,14945,V190854,NA,5,8,1,57.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4M,,,,,2018,6,14,114.887817,-29.171072
980892,14945,V192126,NA,5,8,1,47.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,6,14,114.887817,-29.171072
980893,14945,V192127,NA,6,8,1,69,F,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,6,14,114.887817,-29.171072
980894,14945,V192128,NA,6,8,1,58.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,6,14,114.887817,-29.171072
980895,14945,V192129,NA,6,8,1,45.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,6,14,114.887817,-29.171072
980896,14945,VK0292,1,6,8,1,79.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4,,,,,2018,6,14,114.887817,-29.171072
980897,14945,V192130,NA,6,8,1,62.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,6,14,114.887817,-29.171072
980898,14945,V192131,NA,6,8,1,54,F,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,6,14,114.887817,-29.171072
980899,14945,V192132,NA,6,8,1,49.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,K205,,,,,2018,6,14,114.887817,-29.171072
