RecordCounter,HeaderID,VTAGNO,REC,POT_NO,POT_TYPE_ID,DAY_PULL,CLENGTH,SEX,COLOUR,SETOSE,OLD_ANT,OLD_LEGS,NEW_ANT,NEW_LEGS,REG_ANT,REG_LEGS,REMARKS,Pot.Remarks,PWO,WKW,PWF,y,m,d,Longitude,Latitude
980474,14942,V190969,NA,4,8,1,51.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980475,14942,V190455,1,4,8,1,52,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 2#3,,,,,2018,4,19,114.887817,-29.171072
980476,14942,V190796,1,4,8,1,49.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980477,14942,V190128,1,4,8,1,61.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,4,19,114.887817,-29.171072
980478,14942,V190967,NA,4,8,1,56,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980479,14942,V190966,NA,5,8,1,58.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980480,14942,V178725,1,5,8,1,63.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,4,19,114.887817,-29.171072
980481,14942,V190783,1,6,8,1,49.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980482,14942,V190965,NA,6,8,1,45.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980483,14942,V190964,NA,6,8,1,44.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980484,14942,V190594,1,7,8,1,70.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 3,,,,,2018,4,19,114.887817,-29.171072
980485,14942,V190963,NA,7,8,1,70.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980486,14942,V177920,1,7,8,1,65.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,4,19,114.887817,-29.171072
980487,14942,V190962,NA,7,8,1,67.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980488,14942,V190335,1,7,8,1,72.69999695,M,R,NA,NA,NA,NA,3,NA,1,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980489,14942,V190961,NA,7,8,1,66.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980490,14942,V190295,1,7,8,1,69.30000305,M,R,NA,NA,NA,NA,1,NA,NA,PLEO # 1,,,,,2018,4,19,114.887817,-29.171072
980491,14942,V190661,1,7,8,1,64.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980492,14942,V190960,NA,7,8,1,41.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980493,14942,V190958,NA,7,8,1,57.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980494,14942,V190957,NA,7,8,1,62.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980495,14942,V190955,NA,7,8,1,47.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980496,14942,V190850,NA,7,8,1,47.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980497,14942,V190849,NA,7,8,1,39.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980498,14942,V190479,1,7,8,1,47.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1M,,,,,2018,4,19,114.887817,-29.171072
980499,14942,V190848,NA,7,8,1,39.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980500,14942,V190303,1,7,8,1,42.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 3,,,,,2018,4,19,114.887817,-29.171072
980501,14942,V190847,NA,7,8,1,42.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980502,14942,V177919,1,7,8,1,56.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980503,14942,V190846,NA,7,8,1,41,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980504,14942,V190602,1,8,8,1,77.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2,,,,,2018,4,19,114.887817,-29.171072
980505,14942,V190517,1,8,8,1,49.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,4,19,114.887817,-29.171072
980506,14942,V190332,1,8,8,1,62,F,R,NA,NA,NA,NA,1,NA,NA,PLEO #2,,,,,2018,4,19,114.887817,-29.171072
980507,14942,V190397,1,8,8,1,66.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 2 # 3,,,,,2018,4,19,114.887817,-29.171072
980508,14942,V190334,1,8,8,1,52,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980509,14942,V190845,NA,8,8,1,38.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980510,14942,V190844,NA,8,8,1,45.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980511,14942,V190597,1,9,8,1,86,M,R,NA,NA,1,NA,NA,NA,1,PLEO # 2 PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980512,14942,V177949,1,9,8,1,61.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980513,14942,V190531,1,9,8,1,59.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 # 3,,,,,2018,4,19,114.887817,-29.171072
980514,14942,V190840,NA,9,8,1,61.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980515,14942,V190091,1,9,8,1,77,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 3,,,,,2018,4,19,114.887817,-29.171072
980516,14942,V190839,NA,9,8,1,76.09999847,F,R,NA,2,1,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980517,14942,V190294,1,9,8,1,62.29999924,M,R,NA,NA,3,NA,1,NA,NA,PLEO 1 # 2 #3,,,,,2018,4,19,114.887817,-29.171072
980518,14942,V190838,NA,9,8,1,58.70000076,M,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980519,14942,V190583,1,9,8,1,55,M,R,NA,1,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980520,14942,V190836,NA,9,8,1,71.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980521,14942,V190833,NA,9,8,1,48.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980522,14942,V190832,NA,9,8,1,50.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980523,14942,V190529,1,10,8,1,82.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1M,,,,,2018,4,19,114.887817,-29.171072
980524,14942,V190057,1,10,8,1,63.20000076,F,R,NA,NA,4,NA,NA,NA,NA,PLEO #1 # 2 # 3,,,,,2018,4,19,114.887817,-29.171072
980525,14942,V190831,NA,10,8,1,65.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980526,14942,V190536,1,10,8,1,76.19999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 M,,,,,2018,4,19,114.887817,-29.171072
980527,14942,V190830,NA,10,8,1,66.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980528,14942,V177882,NA,10,8,1,59.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980529,14942,V190829,1,10,8,1,61.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980530,14942,V190828,NA,10,8,1,43.70000076,F,R,NA,NA,3,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980531,14942,V177883,1,10,8,1,54.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980532,14942,V190718,1,10,8,1,55.29999924,F,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2 # 3,,,,,2018,4,19,114.887817,-29.171072
980533,14942,V190827,NA,10,8,1,36.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980534,14942,V190301,1,10,8,1,48.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1 M # 2,,,,,2018,4,19,114.887817,-29.171072
980535,14942,V190157,1,10,8,1,72.69999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980536,14942,V190826,NA,10,8,1,49.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980537,14942,V190347,1,10,8,1,47.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M # 2,,,,,2018,4,19,114.887817,-29.171072
980538,14942,V190313,1,10,8,1,41.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M # 2M,,,,,2018,4,19,114.887817,-29.171072
980539,14942,V190713,1,10,8,1,42.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2,,,,,2018,4,19,114.887817,-29.171072
980540,14942,V190701,1,11,8,1,65,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980541,14942,V190825,NA,11,8,1,46.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980542,14942,V190824,NA,11,8,1,35.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980543,14942,V190491,1,12,8,1,63.09999847,F,R,NA,NA,1,NA,NA,NA,NA,K100 PLEO #1,,,,,2018,4,19,114.887817,-29.171072
980544,14942,V190379,1,12,8,1,70.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 # 3,,,,,2018,4,19,114.887817,-29.171072
980545,14942,V190292,1,12,8,1,59.29999924,F,R,NA,1,NA,NA,1,NA,NA,PLEO # 1 # 2,,,,,2018,4,19,114.887817,-29.171072
980546,14942,V190823,NA,12,8,1,40.09999847,F,R,NA,NA,NA,NA,NA,NA,4,PLEO # 2,,,,,2018,4,19,114.887817,-29.171072
980547,14942,V177934,1,12,8,1,48.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 3,,,,,2018,4,19,114.887817,-29.171072
980548,14942,V190392,1,12,8,1,43.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 3,,,,,2018,4,19,114.887817,-29.171072
980549,14942,V190821,NA,12,8,1,44.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980550,14942,V190820,NA,12,8,1,42.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,K100,,,,,2018,4,19,114.887817,-29.171072
980551,14942,V190819,NA,12,8,1,47.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,19,114.887817,-29.171072
980552,14943,V177873,NA,1,8,1,61,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980553,14943,V190057,1,1,8,1,63.09999847,F,R,NA,NA,1,NA,1,NA,NA,"PLEO # 1,#2, #4, #7",,,,,2018,4,18,114.887817,-29.171072
980554,14943,V177874,NA,1,8,1,46.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980555,14943,V190531,1,1,8,1,59.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,4,18,114.887817,-29.171072
980556,14943,V177876,NA,1,8,1,44.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980557,14943,V190298,1,1,8,1,52.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,4,18,114.887817,-29.171072
980558,14943,V177877,NA,1,8,1,43.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980559,14943,V190387,1,1,8,1,78.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980560,14943,V177878,NA,1,8,1,42.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980561,14943,V177879,NA,1,8,1,42.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980562,14943,V177880,NA,1,8,1,39,M,R,NA,NA,NA,NA,NA,NA,3,NA,,,,,2018,4,18,114.887817,-29.171072
980563,14943,V190385,1,2,8,1,63.20000076,F,R,NA,NA,3,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980564,14943,V190291,1,2,8,1,50.40000153,M,R,NA,NA,3,NA,NA,NA,NA,PLEO # 1 M,,,,,2018,4,18,114.887817,-29.171072
980565,14943,V177881,NA,2,8,1,37.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980566,14943,V177882,NA,2,8,1,59.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980567,14943,V190384,1,2,8,1,60.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2 PLEO # 7M,,,,,2018,4,18,114.887817,-29.171072
980568,14943,V177883,NA,2,8,1,53.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980569,14943,V190394,1,2,8,1,58.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980570,14943,V177884,NA,2,8,1,41.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980571,14943,V190719,1,2,8,1,38.5,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980572,14943,V177885,NA,2,8,1,40.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980573,14943,V177886,NA,2,8,1,39.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2,,,,,2018,4,18,114.887817,-29.171072
980574,14943,V190798,1,3,8,1,55.20000076,F,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980575,14943,V190157,1,3,8,1,72.30000305,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4M,,,,,2018,4,18,114.887817,-29.171072
980576,14943,V190654,1,3,8,1,60.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2,,,,,2018,4,18,114.887817,-29.171072
980577,14943,V190364,1,3,8,1,68.80000305,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2,,,,,2018,4,18,114.887817,-29.171072
980578,14943,V177889,NA,3,8,1,69.80000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980579,14943,V177950,NA,3,8,1,63.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,"PLEO #1, Tag scar",,,,,2018,4,18,114.887817,-29.171072
980580,14943,V190294,1,3,8,1,62.20000076,M,R,NA,NA,3,NA,NA,NA,NA,PLEO #1M #2,,,,,2018,4,18,114.887817,-29.171072
980581,14943,V177949,NA,3,8,1,61,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980582,14943,V177948,NA,3,8,1,58,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980583,14943,V190597,1,3,8,1,86.30000305,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980584,14943,V190284,1,3,8,1,64,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2,,,,,2018,4,18,114.887817,-29.171072
980585,14943,V177946,NA,3,8,1,49,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980586,14943,V190378,1,3,8,1,57.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980587,14943,V190350,1,3,8,1,55.40000153,F,R,NA,NA,6,NA,NA,NA,NA,PLEO # 1 #2,,,,,2018,4,18,114.887817,-29.171072
980588,14943,V190351,1,3,8,1,58.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 # 2,,,,,2018,4,18,114.887817,-29.171072
980589,14943,V190481,1,3,8,1,43.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,4,18,114.887817,-29.171072
980590,14943,V177945,NA,3,8,1,64.90000153,F,R,NA,NA,1,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980591,14943,V190321,1,3,8,1,52.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980592,14943,V190722,1,3,8,1,62.29999924,F,R,NA,NA,2,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980593,14943,V177944,NA,3,8,1,44.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980594,14943,V177943,NA,3,8,1,42.59999847,M,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980595,14943,V190290,1,3,8,1,53.40000153,F,R,NA,NA,2,NA,NA,NA,NA,PLEO # 2 # 1,,,,,2018,4,18,114.887817,-29.171072
980596,14943,V177906,NA,3,8,1,41.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980597,14943,V177907,NA,3,8,1,45.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980598,14943,V177908,NA,3,8,1,41.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980599,14943,V177909,NA,4,8,1,66.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980600,14943,V190552,1,4,8,1,61.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980601,14943,V177910,NA,4,8,1,69.80000305,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980602,14943,V190397,1,4,8,1,67,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2 #1,,,,,2018,4,18,114.887817,-29.171072
980603,14943,V177911,NA,4,8,1,46.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980604,14943,V190600,1,4,8,1,47.79999924,F,R,NA,NA,1,NA,NA,NA,1,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980605,14943,V177912,NA,4,8,1,54.90000153,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980606,14943,V177913,NA,4,8,1,68.30000305,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980607,14943,V190590,1,4,8,1,60.90000153,F,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980608,14943,V177914,NA,4,8,1,38.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980609,14943,V190497,1,4,8,1,53,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,4,18,114.887817,-29.171072
980610,14943,V177915,NA,4,8,1,54.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980611,14943,V190009,1,4,8,1,72.30000305,M,R,NA,NA,NA,NA,NA,NA,1,PLEO #1M # 2,,,,,2018,4,18,114.887817,-29.171072
980612,14943,V177916,NA,4,8,1,39.90000153,M,R,NA,NA,NA,NA,NA,NA,1,NA,,,,,2018,4,18,114.887817,-29.171072
980613,14943,V177917,NA,4,8,1,56.59999847,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980614,14943,V190582,1,4,8,1,46,M,R,NA,NA,1,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980615,14943,V190091,1,5,8,1,77.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980616,14943,V190030,1,5,8,1,83.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 4 M# 1,,,,,2018,4,18,114.887817,-29.171072
980617,14943,V190593,1,5,8,1,70.19999695,F,R,NA,NA,2,NA,NA,NA,5,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980618,14943,V177918,NA,5,8,1,66.19999695,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980619,14943,V177919,NA,5,8,1,55.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980620,14943,V177920,NA,5,8,1,65.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980621,14943,V177921,NA,5,8,1,53.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980622,14943,V190310,1,5,8,1,58.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 1,,,,,2018,4,18,114.887817,-29.171072
980623,14943,V177922,NA,5,8,1,46.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980624,14943,V190303,1,5,8,1,42,M,R,NA,NA,NA,NA,NA,NA,7,PLEO # 1,,,,,2018,4,18,114.887817,-29.171072
980625,14943,V177923,NA,5,8,1,43,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980626,14943,V177924,NA,5,8,1,63.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980627,14943,V177926,NA,5,8,1,53.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980628,14943,V190594,1,5,8,1,70.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980629,14943,V190592,1,5,8,1,65,F,R,NA,NA,2,1,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980630,14943,V177927,NA,5,8,1,38.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980631,14943,V177928,NA,5,8,1,39.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980632,14943,V190379,1,6,8,1,70.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980633,14943,V177929,NA,6,8,1,48,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980634,14943,V177930,NA,6,8,1,45,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980635,14943,V177931,NA,6,8,1,47.29999924,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980636,14943,V177932,NA,6,8,1,50.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980637,14943,V177933,NA,6,8,1,46.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980638,14943,V177934,NA,6,8,1,48.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980639,14943,V177935,NA,6,8,1,54.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980640,14943,V190723,1,6,8,1,47.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980641,14943,V177936,NA,6,8,1,36.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980642,14943,V190392,1,6,8,1,43,M,R,NA,NA,NA,1,NA,NA,NA,PLEO # 1M,,,,,2018,4,18,114.887817,-29.171072
980643,14943,V190443,1,7,8,1,54.79999924,F,R,NA,NA,NA,NA,6,NA,1,PLEO # 1M #2,,,,,2018,4,18,114.887817,-29.171072
980644,14943,V177937,NA,7,8,1,59,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980645,14943,V190754,1,7,8,1,56.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO # 2,,,,,2018,4,18,114.887817,-29.171072
980646,14943,V177938,NA,7,8,1,56.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980647,14943,V177939,NA,7,8,1,46.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980648,14943,V177941,NA,7,8,1,63.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980649,14943,V177942,NA,7,8,1,60.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980650,14943,V190612,1,7,8,1,60.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,4,18,114.887817,-29.171072
980651,14943,V190433,1,7,8,1,44.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,4,18,114.887817,-29.171072
980652,14943,V178714,NA,7,8,1,53.79999924,M,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
980653,14943,V178715,NA,7,8,1,52.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,4,18,114.887817,-29.171072
