"sizeclass","Sample","Count","Date","Location","Site","Longitude","Latitude"
"All","4.4.LH48",0,"2018-08-16","Little Horseshoe","Little Horseshoe",114.92536,-29.46571
"Legal","4.4.LH48",0,"2018-08-16","Little Horseshoe","Little Horseshoe",114.92536,-29.46571
"Sublegal","4.4.LH48",0,"2018-08-16","Little Horseshoe","Little Horseshoe",114.92536,-29.46571
"All","4.4.LH5",15,"2018-08-16","Little Horseshoe","Little Horseshoe",114.9264,-29.46046
"Legal","4.4.LH5",11,"2018-08-16","Little Horseshoe","Little Horseshoe",114.9264,-29.46046
"Sublegal","4.4.LH5",4,"2018-08-16","Little Horseshoe","Little Horseshoe",114.9264,-29.46046
"All","4.4.LH9",1,"2018-08-16","Little Horseshoe","Little Horseshoe",114.92651,-29.46004
"Legal","4.4.LH9",1,"2018-08-16","Little Horseshoe","Little Horseshoe",114.92651,-29.46004
"Sublegal","4.4.LH9",0,"2018-08-16","Little Horseshoe","Little Horseshoe",114.92651,-29.46004
"All","4.4.SR11",5,"2018-08-16","Irwin Reef","South Rig",114.86999,-29.45525
"Legal","4.4.SR11",0,"2018-08-16","Irwin Reef","South Rig",114.86999,-29.45525
"Sublegal","4.4.SR11",5,"2018-08-16","Irwin Reef","South Rig",114.86999,-29.45525
"All","4.4.SR20",0,"2018-08-16","Irwin Reef","South Rig",114.87161,-29.45602
"Legal","4.4.SR20",0,"2018-08-16","Irwin Reef","South Rig",114.87161,-29.45602
"Sublegal","4.4.SR20",0,"2018-08-16","Irwin Reef","South Rig",114.87161,-29.45602
"All","4.4.SR21",7,"2018-08-16","Irwin Reef","South Rig",114.8702,-29.45405
"Legal","4.4.SR21",2,"2018-08-16","Irwin Reef","South Rig",114.8702,-29.45405
"Sublegal","4.4.SR21",5,"2018-08-16","Irwin Reef","South Rig",114.8702,-29.45405
"All","4.4.SR31",7,"2018-08-16","Irwin Reef","South Rig",114.87074,-29.4525
"Legal","4.4.SR31",4,"2018-08-16","Irwin Reef","South Rig",114.87074,-29.4525
"Sublegal","4.4.SR31",3,"2018-08-16","Irwin Reef","South Rig",114.87074,-29.4525
"All","4.4.SR41",6,"2018-08-16","Irwin Reef","South Rig",114.86876,-29.458
"Legal","4.4.SR41",3,"2018-08-16","Irwin Reef","South Rig",114.86876,-29.458
"Sublegal","4.4.SR41",3,"2018-08-16","Irwin Reef","South Rig",114.86876,-29.458
"All","4.4.SR49",5,"2018-08-16","Irwin Reef","South Rig",114.87101,-29.45173
"Legal","4.4.SR49",0,"2018-08-16","Irwin Reef","South Rig",114.87101,-29.45173
"Sublegal","4.4.SR49",5,"2018-08-16","Irwin Reef","South Rig",114.87101,-29.45173
"All","4.4.WL15",4,"2018-08-16","White Point","Whites Lump",114.88676,-29.38377
"Legal","4.4.WL15",1,"2018-08-16","White Point","Whites Lump",114.88676,-29.38377
"Sublegal","4.4.WL15",3,"2018-08-16","White Point","Whites Lump",114.88676,-29.38377
"All","4.4.WL16",13,"2018-08-16","White Point","Whites Lump",114.88614,-29.38517
"Legal","4.4.WL16",3,"2018-08-16","White Point","Whites Lump",114.88614,-29.38517
"Sublegal","4.4.WL16",10,"2018-08-16","White Point","Whites Lump",114.88614,-29.38517
"All","4.4.WL18",3,"2018-08-16","White Point","Whites Lump",114.88726,-29.38328
"Legal","4.4.WL18",0,"2018-08-16","White Point","Whites Lump",114.88726,-29.38328
"Sublegal","4.4.WL18",3,"2018-08-16","White Point","Whites Lump",114.88726,-29.38328
"All","4.4.WL27",8,"2018-08-16","White Point","Whites Lump",114.88716,-29.38294
"Legal","4.4.WL27",2,"2018-08-16","White Point","Whites Lump",114.88716,-29.38294
"Sublegal","4.4.WL27",6,"2018-08-16","White Point","Whites Lump",114.88716,-29.38294
"All","4.4.WL28",3,"2018-08-16","White Point","Whites Lump",114.88601,-29.38419
"Legal","4.4.WL28",1,"2018-08-16","White Point","Whites Lump",114.88601,-29.38419
"Sublegal","4.4.WL28",2,"2018-08-16","White Point","Whites Lump",114.88601,-29.38419
"All","4.4.WL32",5,"2018-08-16","White Point","Whites Lump",114.88766,-29.38267
"Legal","4.4.WL32",0,"2018-08-16","White Point","Whites Lump",114.88766,-29.38267
"Sublegal","4.4.WL32",5,"2018-08-16","White Point","Whites Lump",114.88766,-29.38267
"All","4.4.WL34",4,"2018-08-16","White Point","Whites Lump",114.8883,-29.38319
"Legal","4.4.WL34",1,"2018-08-16","White Point","Whites Lump",114.8883,-29.38319
"Sublegal","4.4.WL34",3,"2018-08-16","White Point","Whites Lump",114.8883,-29.38319
"All","4.CH11C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.9621017,-29.44188167
"Legal","4.CH11C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.9621017,-29.44188167
"Sublegal","4.CH11C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.9621017,-29.44188167
"All","4.CH11C3",2,"2017-12-03","Cliff Head","Cliff Head North",114.9620967,-29.44398333
"Legal","4.CH11C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9620967,-29.44398333
"Sublegal","4.CH11C3",2,"2017-12-03","Cliff Head","Cliff Head North",114.9620967,-29.44398333
"All","4.CH11C4",0,"2017-12-03","Cliff Head","Cliff Head North",114.9622533,-29.445935
"Legal","4.CH11C4",0,"2017-12-03","Cliff Head","Cliff Head North",114.9622533,-29.445935
"Sublegal","4.CH11C4",0,"2017-12-03","Cliff Head","Cliff Head North",114.9622533,-29.445935
"All","4.CH11C6",1,"2017-12-03","Cliff Head","Cliff Head North",114.9620683,-29.44472333
"Legal","4.CH11C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9620683,-29.44472333
"Sublegal","4.CH11C6",1,"2017-12-03","Cliff Head","Cliff Head North",114.9620683,-29.44472333
"All","4.CH11F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9622167,-29.44277833
"Legal","4.CH11F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9622167,-29.44277833
"Sublegal","4.CH11F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9622167,-29.44277833
"All","4.CH11F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.962195,-29.44517167
"Legal","4.CH11F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.962195,-29.44517167
"Sublegal","4.CH11F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.962195,-29.44517167
"All","4.CH15C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.960863,-29.4952017
"Legal","4.CH15C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.960863,-29.4952017
"Sublegal","4.CH15C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.960863,-29.4952017
"All","4.CH15C2",0,"2017-12-03","Cliff Head","Cliff Head North",114.959585,-29.49551667
"Legal","4.CH15C2",0,"2017-12-03","Cliff Head","Cliff Head North",114.959585,-29.49551667
"Sublegal","4.CH15C2",0,"2017-12-03","Cliff Head","Cliff Head North",114.959585,-29.49551667
"All","4.CH15C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9587083,-29.49628667
"Legal","4.CH15C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9587083,-29.49628667
"Sublegal","4.CH15C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9587083,-29.49628667
"All","4.CH15C4",2,"2017-12-03","Cliff Head","Cliff Head North",114.957475,-29.49546167
"Legal","4.CH15C4",0,"2017-12-03","Cliff Head","Cliff Head North",114.957475,-29.49546167
"Sublegal","4.CH15C4",2,"2017-12-03","Cliff Head","Cliff Head North",114.957475,-29.49546167
"All","4.CH15C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.95644,-29.49513833
"Legal","4.CH15C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.95644,-29.49513833
"Sublegal","4.CH15C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.95644,-29.49513833
"All","4.CH15C7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9562567,-29.49571333
"Legal","4.CH15C7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9562567,-29.49571333
"Sublegal","4.CH15C7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9562567,-29.49571333
"All","4.CH15F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9571517,-29.49499333
"Legal","4.CH15F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9571517,-29.49499333
"Sublegal","4.CH15F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9571517,-29.49499333
"All","4.CH16C1",1,"2017-12-03","Cliff Head","Cliff Head North",114.941495,-29.51644
"Legal","4.CH16C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.941495,-29.51644
"Sublegal","4.CH16C1",1,"2017-12-03","Cliff Head","Cliff Head North",114.941495,-29.51644
"All","4.CH16C11",1,"2017-12-03","Cliff Head","Cliff Head North",114.93567,-29.52313
"Legal","4.CH16C11",0,"2017-12-03","Cliff Head","Cliff Head North",114.93567,-29.52313
"Sublegal","4.CH16C11",1,"2017-12-03","Cliff Head","Cliff Head North",114.93567,-29.52313
"All","4.CH16C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9348033,-29.52398833
"Legal","4.CH16C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9348033,-29.52398833
"Sublegal","4.CH16C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9348033,-29.52398833
"All","4.CH16C2",0,"2017-12-03","Cliff Head","Cliff Head North",114.94061,-29.51667833
"Legal","4.CH16C2",0,"2017-12-03","Cliff Head","Cliff Head North",114.94061,-29.51667833
"Sublegal","4.CH16C2",0,"2017-12-03","Cliff Head","Cliff Head North",114.94061,-29.51667833
"All","4.CH16C4",2,"2017-12-03","Cliff Head","Cliff Head North",114.93814,-29.51611667
"Legal","4.CH16C4",1,"2017-12-03","Cliff Head","Cliff Head North",114.93814,-29.51611667
"Sublegal","4.CH16C4",1,"2017-12-03","Cliff Head","Cliff Head North",114.93814,-29.51611667
"All","4.CH16C5",0,"2017-12-03","Cliff Head","Cliff Head North",114.937765,-29.51771833
"Legal","4.CH16C5",0,"2017-12-03","Cliff Head","Cliff Head North",114.937765,-29.51771833
"Sublegal","4.CH16C5",0,"2017-12-03","Cliff Head","Cliff Head North",114.937765,-29.51771833
"All","4.CH16C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9380183,-29.51899667
"Legal","4.CH16C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9380183,-29.51899667
"Sublegal","4.CH16C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9380183,-29.51899667
"All","4.CH16C8",0,"2017-12-03","Cliff Head","Cliff Head North",114.93749,-29.520725
"Legal","4.CH16C8",0,"2017-12-03","Cliff Head","Cliff Head North",114.93749,-29.520725
"Sublegal","4.CH16C8",0,"2017-12-03","Cliff Head","Cliff Head North",114.93749,-29.520725
"All","4.CH16C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.9368333,-29.52123667
"Legal","4.CH16C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.9368333,-29.52123667
"Sublegal","4.CH16C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.9368333,-29.52123667
"All","4.CH16F10",0,"2017-12-03","Cliff Head","Cliff Head North",114.9361517,-29.52228833
"Legal","4.CH16F10",0,"2017-12-03","Cliff Head","Cliff Head North",114.9361517,-29.52228833
"Sublegal","4.CH16F10",0,"2017-12-03","Cliff Head","Cliff Head North",114.9361517,-29.52228833
"All","4.CH16F3",1,"2017-12-03","Cliff Head","Cliff Head North",114.9395883,-29.51629667
"Legal","4.CH16F3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9395883,-29.51629667
"Sublegal","4.CH16F3",1,"2017-12-03","Cliff Head","Cliff Head North",114.9395883,-29.51629667
"All","4.CH16F7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9377333,-29.519845
"Legal","4.CH16F7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9377333,-29.519845
"Sublegal","4.CH16F7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9377333,-29.519845
"All","4.CH21C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.95951,-29.481035
"Legal","4.CH21C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.95951,-29.481035
"Sublegal","4.CH21C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.95951,-29.481035
"All","4.CH21C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.959612,-29.482593
"Legal","4.CH21C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.959612,-29.482593
"Sublegal","4.CH21C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.959612,-29.482593
"All","4.CH21C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9597767,-29.48439833
"Legal","4.CH21C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9597767,-29.48439833
"Sublegal","4.CH21C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9597767,-29.48439833
"All","4.CH21F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9596717,-29.481985
"Legal","4.CH21F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9596717,-29.481985
"Sublegal","4.CH21F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9596717,-29.481985
"All","4.CH21F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9597017,-29.48400667
"Legal","4.CH21F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9597017,-29.48400667
"Sublegal","4.CH21F5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9597017,-29.48400667
"All","4.CH22C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9538217,-29.48622167
"Legal","4.CH22C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9538217,-29.48622167
"Sublegal","4.CH22C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9538217,-29.48622167
"All","4.CH22C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.954985,-29.48445167
"Legal","4.CH22C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.954985,-29.48445167
"Sublegal","4.CH22C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.954985,-29.48445167
"All","4.CH22F11",0,"2017-12-03","Cliff Head","Cliff Head North",114.9541867,-29.48538833
"Legal","4.CH22F11",0,"2017-12-03","Cliff Head","Cliff Head North",114.9541867,-29.48538833
"Sublegal","4.CH22F11",0,"2017-12-03","Cliff Head","Cliff Head North",114.9541867,-29.48538833
"All","4.CH22F8",0,"2017-12-03","Cliff Head","Cliff Head North",114.9543617,-29.48333833
"Legal","4.CH22F8",0,"2017-12-03","Cliff Head","Cliff Head North",114.9543617,-29.48333833
"Sublegal","4.CH22F8",0,"2017-12-03","Cliff Head","Cliff Head North",114.9543617,-29.48333833
"All","4.CH23C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.94743,-29.48559667
"Legal","4.CH23C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.94743,-29.48559667
"Sublegal","4.CH23C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.94743,-29.48559667
"All","4.CH23C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9471333,-29.48371333
"Legal","4.CH23C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9471333,-29.48371333
"Sublegal","4.CH23C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9471333,-29.48371333
"All","4.CH23F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9473667,-29.48465833
"Legal","4.CH23F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9473667,-29.48465833
"Sublegal","4.CH23F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9473667,-29.48465833
"All","4.CH32C1",7,"2017-12-03","Cliff Head","Cliff Head North",114.9167517,-29.467045
"Legal","4.CH32C1",3,"2017-12-03","Cliff Head","Cliff Head North",114.9167517,-29.467045
"Sublegal","4.CH32C1",4,"2017-12-03","Cliff Head","Cliff Head North",114.9167517,-29.467045
"All","4.CH32C3",6,"2017-12-03","Cliff Head","Cliff Head North",114.9178717,-29.46642833
"Legal","4.CH32C3",5,"2017-12-03","Cliff Head","Cliff Head North",114.9178717,-29.46642833
"Sublegal","4.CH32C3",1,"2017-12-03","Cliff Head","Cliff Head North",114.9178717,-29.46642833
"All","4.CH32C4",2,"2017-12-03","Cliff Head","Cliff Head North",114.9158067,-29.46597167
"Legal","4.CH32C4",2,"2017-12-03","Cliff Head","Cliff Head North",114.9158067,-29.46597167
"Sublegal","4.CH32C4",0,"2017-12-03","Cliff Head","Cliff Head North",114.9158067,-29.46597167
"All","4.CH32C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9157583,-29.46465333
"Legal","4.CH32C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9157583,-29.46465333
"Sublegal","4.CH32C6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9157583,-29.46465333
"All","4.CH32F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9172926,-29.46664745
"Legal","4.CH32F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9172926,-29.46664745
"Sublegal","4.CH32F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.9172926,-29.46664745
"All","4.CH32F5",4,"2017-12-03","Cliff Head","Cliff Head North",114.9158783,-29.46544167
"Legal","4.CH32F5",2,"2017-12-03","Cliff Head","Cliff Head North",114.9158783,-29.46544167
"Sublegal","4.CH32F5",2,"2017-12-03","Cliff Head","Cliff Head North",114.9158783,-29.46544167
"All","4.CH34C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9107833,-29.46565167
"Legal","4.CH34C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9107833,-29.46565167
"Sublegal","4.CH34C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9107833,-29.46565167
"All","4.CH34C3",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9115417,-29.464695
"Legal","4.CH34C3",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9115417,-29.464695
"Sublegal","4.CH34C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9115417,-29.464695
"All","4.CH34C4",4,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9113583,-29.46397667
"Legal","4.CH34C4",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9113583,-29.46397667
"Sublegal","4.CH34C4",3,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9113583,-29.46397667
"All","4.CH34C6",15,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114183,-29.461965
"Legal","4.CH34C6",11,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114183,-29.461965
"Sublegal","4.CH34C6",4,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114183,-29.461965
"All","4.CH34C7",3,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114317,-29.46038333
"Legal","4.CH34C7",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114317,-29.46038333
"Sublegal","4.CH34C7",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114317,-29.46038333
"All","4.CH34C9",4,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91116,-29.45937167
"Legal","4.CH34C9",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91116,-29.45937167
"Sublegal","4.CH34C9",3,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91116,-29.45937167
"All","4.CH34F2",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91161,-29.465515
"Legal","4.CH34F2",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91161,-29.465515
"Sublegal","4.CH34F2",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91161,-29.465515
"All","4.CH34F5",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91179,-29.46289333
"Legal","4.CH34F5",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91179,-29.46289333
"Sublegal","4.CH34F5",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.91179,-29.46289333
"All","4.CH34F8",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114567,-29.459695
"Legal","4.CH34F8",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114567,-29.459695
"Sublegal","4.CH34F8",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9114567,-29.459695
"All","4.CH42C12",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9185283,-29.453275
"Legal","4.CH42C12",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9185283,-29.453275
"Sublegal","4.CH42C12",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9185283,-29.453275
"All","4.CH42C7",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9190633,-29.451145
"Legal","4.CH42C7",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9190633,-29.451145
"Sublegal","4.CH42C7",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9190633,-29.451145
"All","4.CH42C9",4,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9197533,-29.45046833
"Legal","4.CH42C9",3,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9197533,-29.45046833
"Sublegal","4.CH42C9",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9197533,-29.45046833
"All","4.CH42F11",7,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9180383,-29.45201667
"Legal","4.CH42F11",5,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9180383,-29.45201667
"Sublegal","4.CH42F11",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9180383,-29.45201667
"All","4.CH42F8",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9199033,-29.45113167
"Legal","4.CH42F8",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9199033,-29.45113167
"Sublegal","4.CH42F8",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9199033,-29.45113167
"All","4.CH5C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.9483783,-29.44835167
"Legal","4.CH5C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.9483783,-29.44835167
"Sublegal","4.CH5C1",0,"2017-12-03","Cliff Head","Cliff Head North",114.9483783,-29.44835167
"All","4.CH5C11",0,"2017-12-03","Cliff Head","Cliff Head North",114.933905,-29.45105667
"Legal","4.CH5C11",0,"2017-12-03","Cliff Head","Cliff Head North",114.933905,-29.45105667
"Sublegal","4.CH5C11",0,"2017-12-03","Cliff Head","Cliff Head North",114.933905,-29.45105667
"All","4.CH5C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9305817,-29.45064167
"Legal","4.CH5C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9305817,-29.45064167
"Sublegal","4.CH5C12",0,"2017-12-03","Cliff Head","Cliff Head North",114.9305817,-29.45064167
"All","4.CH5C14",2,"2017-12-03","Cliff Head","Cliff Head North",114.92772,-29.449995
"Legal","4.CH5C14",0,"2017-12-03","Cliff Head","Cliff Head North",114.92772,-29.449995
"Sublegal","4.CH5C14",2,"2017-12-03","Cliff Head","Cliff Head North",114.92772,-29.449995
"All","4.CH5C15",0,"2017-12-03","Cliff Head","Cliff Head North",114.9266017,-29.45008167
"Legal","4.CH5C15",0,"2017-12-03","Cliff Head","Cliff Head North",114.9266017,-29.45008167
"Sublegal","4.CH5C15",0,"2017-12-03","Cliff Head","Cliff Head North",114.9266017,-29.45008167
"All","4.CH5C17",1,"2017-12-03","Cliff Head","Cliff Head North",114.9246533,-29.44968167
"Legal","4.CH5C17",1,"2017-12-03","Cliff Head","Cliff Head North",114.9246533,-29.44968167
"Sublegal","4.CH5C17",0,"2017-12-03","Cliff Head","Cliff Head North",114.9246533,-29.44968167
"All","4.CH5C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9459117,-29.44863333
"Legal","4.CH5C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9459117,-29.44863333
"Sublegal","4.CH5C3",0,"2017-12-03","Cliff Head","Cliff Head North",114.9459117,-29.44863333
"All","4.CH5C5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9442667,-29.449035
"Legal","4.CH5C5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9442667,-29.449035
"Sublegal","4.CH5C5",0,"2017-12-03","Cliff Head","Cliff Head North",114.9442667,-29.449035
"All","4.CH5C7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9425133,-29.44977667
"Legal","4.CH5C7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9425133,-29.44977667
"Sublegal","4.CH5C7",0,"2017-12-03","Cliff Head","Cliff Head North",114.9425133,-29.44977667
"All","4.CH5C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.9393183,-29.44995167
"Legal","4.CH5C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.9393183,-29.44995167
"Sublegal","4.CH5C9",0,"2017-12-03","Cliff Head","Cliff Head North",114.9393183,-29.44995167
"All","4.CH5F10",0,"2017-12-03","Cliff Head","Cliff Head North",114.9373117,-29.45058667
"Legal","4.CH5F10",0,"2017-12-03","Cliff Head","Cliff Head North",114.9373117,-29.45058667
"Sublegal","4.CH5F10",0,"2017-12-03","Cliff Head","Cliff Head North",114.9373117,-29.45058667
"All","4.CH5F13",0,"2017-12-03","Cliff Head","Cliff Head North",114.9291767,-29.450245
"Legal","4.CH5F13",0,"2017-12-03","Cliff Head","Cliff Head North",114.9291767,-29.450245
"Sublegal","4.CH5F13",0,"2017-12-03","Cliff Head","Cliff Head North",114.9291767,-29.450245
"All","4.CH5F16",1,"2017-12-03","Cliff Head","Cliff Head North",114.92536,-29.44980167
"Legal","4.CH5F16",0,"2017-12-03","Cliff Head","Cliff Head North",114.92536,-29.44980167
"Sublegal","4.CH5F16",1,"2017-12-03","Cliff Head","Cliff Head North",114.92536,-29.44980167
"All","4.CH5F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.947065,-29.44837333
"Legal","4.CH5F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.947065,-29.44837333
"Sublegal","4.CH5F2",0,"2017-12-03","Cliff Head","Cliff Head North",114.947065,-29.44837333
"All","4.CH5F4",0,"2017-12-03","Cliff Head","Cliff Head North",114.945165,-29.44872667
"Legal","4.CH5F4",0,"2017-12-03","Cliff Head","Cliff Head North",114.945165,-29.44872667
"Sublegal","4.CH5F4",0,"2017-12-03","Cliff Head","Cliff Head North",114.945165,-29.44872667
"All","4.CH5F6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9430033,-29.44927833
"Legal","4.CH5F6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9430033,-29.44927833
"Sublegal","4.CH5F6",0,"2017-12-03","Cliff Head","Cliff Head North",114.9430033,-29.44927833
"All","4.CH5F8",0,"2017-12-03","Cliff Head","Cliff Head North",114.94091,-29.44984167
"Legal","4.CH5F8",0,"2017-12-03","Cliff Head","Cliff Head North",114.94091,-29.44984167
"Sublegal","4.CH5F8",0,"2017-12-03","Cliff Head","Cliff Head North",114.94091,-29.44984167
"All","4.CH6C1",15,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9062067,-29.45863
"Legal","4.CH6C1",11,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9062067,-29.45863
"Sublegal","4.CH6C1",4,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9062067,-29.45863
"All","4.CH6C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9066433,-29.457865
"Legal","4.CH6C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9066433,-29.457865
"Sublegal","4.CH6C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9066433,-29.457865
"All","4.CH6F2",9,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9062983,-29.45812
