"sizeclass","Sample","Count","Date","Location","Site","Longitude","Latitude"
"Sublegal","8.3.IR8",41,"2018-12-05","Irwin Reef","Irwin Reef",114.8738259,-29.34554676
"All","8.3.LH12",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9176967,-29.46150833
"Legal","8.3.LH12",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9176967,-29.46150833
"Sublegal","8.3.LH12",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9176967,-29.46150833
"All","8.3.LH13",8,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912125,-29.44887667
"Legal","8.3.LH13",6,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912125,-29.44887667
"Sublegal","8.3.LH13",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912125,-29.44887667
"All","8.3.LH15",12,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9134217,-29.452025
"Legal","8.3.LH15",9,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9134217,-29.452025
"Sublegal","8.3.LH15",3,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9134217,-29.452025
"All","8.3.LH20",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912955,-29.45845833
"Legal","8.3.LH20",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912955,-29.45845833
"Sublegal","8.3.LH20",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912955,-29.45845833
"All","8.3.LH21",8,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9117033,-29.44786333
"Legal","8.3.LH21",5,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9117033,-29.44786333
"Sublegal","8.3.LH21",3,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9117033,-29.44786333
"All","8.3.LH22",4,"2018-12-05","Little Horseshoe","Little Horseshoe",114.913575,-29.45061333
"Legal","8.3.LH22",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.913575,-29.45061333
"Sublegal","8.3.LH22",3,"2018-12-05","Little Horseshoe","Little Horseshoe",114.913575,-29.45061333
"All","8.3.LH23",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9133067,-29.45326667
"Legal","8.3.LH23",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9133067,-29.45326667
"Sublegal","8.3.LH23",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9133067,-29.45326667
"All","8.3.LH26",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9124783,-29.44927333
"Legal","8.3.LH26",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9124783,-29.44927333
"Sublegal","8.3.LH26",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9124783,-29.44927333
"All","8.3.LH27",10,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9188833,-29.46083333
"Legal","8.3.LH27",8,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9188833,-29.46083333
"Sublegal","8.3.LH27",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9188833,-29.46083333
"All","8.3.LH29",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9128533,-29.45707667
"Legal","8.3.LH29",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9128533,-29.45707667
"Sublegal","8.3.LH29",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9128533,-29.45707667
"All","8.3.LH31",10,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9128417,-29.45772
"Legal","8.3.LH31",8,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9128417,-29.45772
"Sublegal","8.3.LH31",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9128417,-29.45772
"All","8.3.LH35",6,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9183967,-29.46092333
"Legal","8.3.LH35",4,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9183967,-29.46092333
"Sublegal","8.3.LH35",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9183967,-29.46092333
"All","8.3.LH38",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.913635,-29.44984167
"Legal","8.3.LH38",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.913635,-29.44984167
"Sublegal","8.3.LH38",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.913635,-29.44984167
"All","8.3.LH39",6,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9130683,-29.45521833
"Legal","8.3.LH39",5,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9130683,-29.45521833
"Sublegal","8.3.LH39",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9130683,-29.45521833
"All","8.3.LH4",6,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9130313,-29.459037
"Legal","8.3.LH4",4,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9130313,-29.459037
"Sublegal","8.3.LH4",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9130313,-29.459037
"All","8.3.LH43",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912265,-29.44838333
"Legal","8.3.LH43",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912265,-29.44838333
"Sublegal","8.3.LH43",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.912265,-29.44838333
"All","8.3.LH45",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.91297,-29.45611333
"Legal","8.3.LH45",1,"2018-12-05","Little Horseshoe","Little Horseshoe",114.91297,-29.45611333
"Sublegal","8.3.LH45",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.91297,-29.45611333
"All","8.3.LH48",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9192617,-29.460485
"Legal","8.3.LH48",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9192617,-29.460485
"Sublegal","8.3.LH48",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.9192617,-29.460485
"All","8.3.LH5",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.91317,-29.454385
"Legal","8.3.LH5",2,"2018-12-05","Little Horseshoe","Little Horseshoe",114.91317,-29.454385
"Sublegal","8.3.LH5",0,"2018-12-05","Little Horseshoe","Little Horseshoe",114.91317,-29.454385
"All","8.3.SR33",11,"2018-12-05","Irwin Reef","South Rig",114.8694733,-29.45471167
"Legal","8.3.SR33",6,"2018-12-05","Irwin Reef","South Rig",114.8694733,-29.45471167
"Sublegal","8.3.SR33",5,"2018-12-05","Irwin Reef","South Rig",114.8694733,-29.45471167
"All","8.3.SR34",11,"2018-12-05","Irwin Reef","South Rig",114.8687033,-29.45790333
"Legal","8.3.SR34",3,"2018-12-05","Irwin Reef","South Rig",114.8687033,-29.45790333
"Sublegal","8.3.SR34",8,"2018-12-05","Irwin Reef","South Rig",114.8687033,-29.45790333
"All","8.3.SR36",16,"2018-12-05","Irwin Reef","South Rig",114.8695133,-29.45368167
"Legal","8.3.SR36",9,"2018-12-05","Irwin Reef","South Rig",114.8695133,-29.45368167
"Sublegal","8.3.SR36",7,"2018-12-05","Irwin Reef","South Rig",114.8695133,-29.45368167
"All","8.3.SR46",5,"2018-12-05","Irwin Reef","South Rig",114.8691833,-29.45586
"Legal","8.3.SR46",1,"2018-12-05","Irwin Reef","South Rig",114.8691833,-29.45586
"Sublegal","8.3.SR46",4,"2018-12-05","Irwin Reef","South Rig",114.8691833,-29.45586
"All","8.3.SR50",8,"2018-12-05","Irwin Reef","South Rig",114.867235,-29.45992667
"Legal","8.3.SR50",3,"2018-12-05","Irwin Reef","South Rig",114.867235,-29.45992667
"Sublegal","8.3.SR50",5,"2018-12-05","Irwin Reef","South Rig",114.867235,-29.45992667
"All","8.3.WL10",5,"2018-12-05","White Point","Whites Lump",114.8899933,-29.38355833
"Legal","8.3.WL10",0,"2018-12-05","White Point","Whites Lump",114.8899933,-29.38355833
"Sublegal","8.3.WL10",5,"2018-12-05","White Point","Whites Lump",114.8899933,-29.38355833
"All","8.3.WL24",9,"2018-12-05","White Point","Whites Lump",114.8888983,-29.38183
"Legal","8.3.WL24",3,"2018-12-05","White Point","Whites Lump",114.8888983,-29.38183
"Sublegal","8.3.WL24",6,"2018-12-05","White Point","Whites Lump",114.8888983,-29.38183
"All","8.3.WL28",19,"2018-12-05","White Point","Whites Lump",114.88929,-29.38278333
"Legal","8.3.WL28",8,"2018-12-05","White Point","Whites Lump",114.88929,-29.38278333
"Sublegal","8.3.WL28",11,"2018-12-05","White Point","Whites Lump",114.88929,-29.38278333
"All","8.3.WL3",14,"2018-12-05","White Point","Whites Lump",114.8889483,-29.38247333
"Legal","8.3.WL3",2,"2018-12-05","White Point","Whites Lump",114.8889483,-29.38247333
"Sublegal","8.3.WL3",12,"2018-12-05","White Point","Whites Lump",114.8889483,-29.38247333
"All","8.3.WL30",4,"2018-12-05","White Point","Whites Lump",114.888785,-29.38115
"Legal","8.3.WL30",0,"2018-12-05","White Point","Whites Lump",114.888785,-29.38115
"Sublegal","8.3.WL30",4,"2018-12-05","White Point","Whites Lump",114.888785,-29.38115
"All","8.3.WL32",0,"2018-12-05","White Point","Whites Lump",114.8900633,-29.38441333
"Legal","8.3.WL32",0,"2018-12-05","White Point","Whites Lump",114.8900633,-29.38441333
"Sublegal","8.3.WL32",0,"2018-12-05","White Point","Whites Lump",114.8900633,-29.38441333
"All","8.3.WL40",0,"2018-12-05","White Point","Whites Lump",114.8901517,-29.38573667
"Legal","8.3.WL40",0,"2018-12-05","White Point","Whites Lump",114.8901517,-29.38573667
"Sublegal","8.3.WL40",0,"2018-12-05","White Point","Whites Lump",114.8901517,-29.38573667
"All","8.3.WL9",7,"2018-12-05","White Point","Whites Lump",114.8888717,-29.380275
"Legal","8.3.WL9",1,"2018-12-05","White Point","Whites Lump",114.8888717,-29.380275
"Sublegal","8.3.WL9",6,"2018-12-05","White Point","Whites Lump",114.8888717,-29.380275
"All","8.3.WP1",0,"2018-12-05","White Point","White Point",114.8792733,-29.402035
"Legal","8.3.WP1",0,"2018-12-05","White Point","White Point",114.8792733,-29.402035
"Sublegal","8.3.WP1",0,"2018-12-05","White Point","White Point",114.8792733,-29.402035
"All","8.3.WP18",0,"2018-12-05","White Point","White Point",114.8800383,-29.399505
"Legal","8.3.WP18",0,"2018-12-05","White Point","White Point",114.8800383,-29.399505
"Sublegal","8.3.WP18",0,"2018-12-05","White Point","White Point",114.8800383,-29.399505
"All","8.3.WP19",0,"2018-12-05","White Point","White Point",114.8779617,-29.40627667
"Legal","8.3.WP19",0,"2018-12-05","White Point","White Point",114.8779617,-29.40627667
"Sublegal","8.3.WP19",0,"2018-12-05","White Point","White Point",114.8779617,-29.40627667
"All","8.3.WP2",1,"2018-12-05","White Point","White Point",114.8782683,-29.40470167
"Legal","8.3.WP2",1,"2018-12-05","White Point","White Point",114.8782683,-29.40470167
"Sublegal","8.3.WP2",0,"2018-12-05","White Point","White Point",114.8782683,-29.40470167
"All","8.3.WP25",1,"2018-12-05","White Point","White Point",114.8798167,-29.40069833
"Legal","8.3.WP25",1,"2018-12-05","White Point","White Point",114.8798167,-29.40069833
"Sublegal","8.3.WP25",0,"2018-12-05","White Point","White Point",114.8798167,-29.40069833
"All","8.3.WP41",1,"2018-12-05","White Point","White Point",114.87883,-29.40355333
"Legal","8.3.WP41",1,"2018-12-05","White Point","White Point",114.87883,-29.40355333
"Sublegal","8.3.WP41",0,"2018-12-05","White Point","White Point",114.87883,-29.40355333
"All","8.3.WP44",5,"2018-12-05","White Point","White Point",114.8783633,-29.40566333
"Legal","8.3.WP44",3,"2018-12-05","White Point","White Point",114.8783633,-29.40566333
"Sublegal","8.3.WP44",2,"2018-12-05","White Point","White Point",114.8783633,-29.40566333
"All","8.3.WP49",5,"2018-12-05","White Point","White Point",114.8806767,-29.39814
"Legal","8.3.WP49",5,"2018-12-05","White Point","White Point",114.8806767,-29.39814
"Sublegal","8.3.WP49",0,"2018-12-05","White Point","White Point",114.8806767,-29.39814
"All","8.4.IR11",28,"2018-12-06","Irwin Reef","Irwin Reef",114.874725,-29.34527833
"Legal","8.4.IR11",1,"2018-12-06","Irwin Reef","Irwin Reef",114.874725,-29.34527833
"Sublegal","8.4.IR11",27,"2018-12-06","Irwin Reef","Irwin Reef",114.874725,-29.34527833
"All","8.4.IR17",20,"2018-12-06","Irwin Reef","Irwin Reef",114.874095,-29.34587833
"Legal","8.4.IR17",4,"2018-12-06","Irwin Reef","Irwin Reef",114.874095,-29.34587833
"Sublegal","8.4.IR17",16,"2018-12-06","Irwin Reef","Irwin Reef",114.874095,-29.34587833
"All","8.4.IR37",16,"2018-12-06","Irwin Reef","Irwin Reef",114.8758083,-29.34335167
"Legal","8.4.IR37",2,"2018-12-06","Irwin Reef","Irwin Reef",114.8758083,-29.34335167
"Sublegal","8.4.IR37",14,"2018-12-06","Irwin Reef","Irwin Reef",114.8758083,-29.34335167
"All","8.4.IR43",28,"2018-12-06","Irwin Reef","Irwin Reef",114.8752433,-29.34124667
"Legal","8.4.IR43",5,"2018-12-06","Irwin Reef","Irwin Reef",114.8752433,-29.34124667
"Sublegal","8.4.IR43",23,"2018-12-06","Irwin Reef","Irwin Reef",114.8752433,-29.34124667
"All","8.4.IR47",17,"2018-12-06","Irwin Reef","Irwin Reef",114.8756367,-29.34241
"Legal","8.4.IR47",1,"2018-12-06","Irwin Reef","Irwin Reef",114.8756367,-29.34241
"Sublegal","8.4.IR47",16,"2018-12-06","Irwin Reef","Irwin Reef",114.8756367,-29.34241
"All","8.4.IR6",50,"2018-12-06","Irwin Reef","Irwin Reef",114.8722617,-29.34659667
"Legal","8.4.IR6",7,"2018-12-06","Irwin Reef","Irwin Reef",114.8722617,-29.34659667
"Sublegal","8.4.IR6",43,"2018-12-06","Irwin Reef","Irwin Reef",114.8722617,-29.34659667
"All","8.4.IR7",0,"2018-12-06","Irwin Reef","Irwin Reef",114.8754567,-29.34426
"Legal","8.4.IR7",0,"2018-12-06","Irwin Reef","Irwin Reef",114.8754567,-29.34426
"Sublegal","8.4.IR7",0,"2018-12-06","Irwin Reef","Irwin Reef",114.8754567,-29.34426
"All","8.4.IR8",36,"2018-12-06","Irwin Reef","Irwin Reef",114.8732783,-29.34642
"Legal","8.4.IR8",2,"2018-12-06","Irwin Reef","Irwin Reef",114.8732783,-29.34642
"Sublegal","8.4.IR8",34,"2018-12-06","Irwin Reef","Irwin Reef",114.8732783,-29.34642
"All","8.4.LH12",3,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9168,-29.46237667
"Legal","8.4.LH12",3,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9168,-29.46237667
"Sublegal","8.4.LH12",0,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9168,-29.46237667
"All","8.4.LH15",14,"2018-12-06","Little Horseshoe","Little Horseshoe",114.916905,-29.46175667
"Legal","8.4.LH15",8,"2018-12-06","Little Horseshoe","Little Horseshoe",114.916905,-29.46175667
"Sublegal","8.4.LH15",6,"2018-12-06","Little Horseshoe","Little Horseshoe",114.916905,-29.46175667
"All","8.4.LH20",17,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9179433,-29.461245
"Legal","8.4.LH20",11,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9179433,-29.461245
"Sublegal","8.4.LH20",6,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9179433,-29.461245
"All","8.4.LH27",13,"2018-12-06","Little Horseshoe","Little Horseshoe",114.91818,-29.46092667
"Legal","8.4.LH27",8,"2018-12-06","Little Horseshoe","Little Horseshoe",114.91818,-29.46092667
"Sublegal","8.4.LH27",5,"2018-12-06","Little Horseshoe","Little Horseshoe",114.91818,-29.46092667
"All","8.4.LH29",11,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9189783,-29.46054167
"Legal","8.4.LH29",8,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9189783,-29.46054167
"Sublegal","8.4.LH29",3,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9189783,-29.46054167
"All","8.4.LH31",13,"2018-12-06","Little Horseshoe","Little Horseshoe",114.919975,-29.45947667
"Legal","8.4.LH31",11,"2018-12-06","Little Horseshoe","Little Horseshoe",114.919975,-29.45947667
"Sublegal","8.4.LH31",2,"2018-12-06","Little Horseshoe","Little Horseshoe",114.919975,-29.45947667
"All","8.4.LH35",13,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9172717,-29.46150833
"Legal","8.4.LH35",12,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9172717,-29.46150833
"Sublegal","8.4.LH35",1,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9172717,-29.46150833
"All","8.4.LH39",20,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9193183,-29.4602
"Legal","8.4.LH39",12,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9193183,-29.4602
"Sublegal","8.4.LH39",8,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9193183,-29.4602
"All","8.4.LH4",7,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9175467,-29.46133833
"Legal","8.4.LH4",4,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9175467,-29.46133833
"Sublegal","8.4.LH4",3,"2018-12-06","Little Horseshoe","Little Horseshoe",114.9175467,-29.46133833
"All","8.4.LH48",8,"2018-12-06","Little Horseshoe","Little Horseshoe",114.91856,-29.46095833
"Legal","8.4.LH48",5,"2018-12-06","Little Horseshoe","Little Horseshoe",114.91856,-29.46095833
"Sublegal","8.4.LH48",3,"2018-12-06","Little Horseshoe","Little Horseshoe",114.91856,-29.46095833
"All","8.4.SR13",9,"2018-12-06","Irwin Reef","South Rig",114.870235,-29.45293
"Legal","8.4.SR13",3,"2018-12-06","Irwin Reef","South Rig",114.870235,-29.45293
"Sublegal","8.4.SR13",6,"2018-12-06","Irwin Reef","South Rig",114.870235,-29.45293
"All","8.4.SR16",9,"2018-12-06","Irwin Reef","South Rig",114.8702469,-29.45515896
"Legal","8.4.SR16",1,"2018-12-06","Irwin Reef","South Rig",114.8702469,-29.45515896
"Sublegal","8.4.SR16",8,"2018-12-06","Irwin Reef","South Rig",114.8702469,-29.45515896
"All","8.4.SR21",17,"2018-12-06","Irwin Reef","South Rig",114.8708017,-29.45237667
"Legal","8.4.SR21",4,"2018-12-06","Irwin Reef","South Rig",114.8708017,-29.45237667
"Sublegal","8.4.SR21",13,"2018-12-06","Irwin Reef","South Rig",114.8708017,-29.45237667
"All","8.4.SR34",10,"2018-12-06","Irwin Reef","South Rig",114.86818,-29.45851667
"Legal","8.4.SR34",4,"2018-12-06","Irwin Reef","South Rig",114.86818,-29.45851667
"Sublegal","8.4.SR34",6,"2018-12-06","Irwin Reef","South Rig",114.86818,-29.45851667
"All","8.4.SR36",20,"2018-12-06","Irwin Reef","South Rig",114.8699616,-29.45404198
"Legal","8.4.SR36",6,"2018-12-06","Irwin Reef","South Rig",114.8699616,-29.45404198
"Sublegal","8.4.SR36",14,"2018-12-06","Irwin Reef","South Rig",114.8699616,-29.45404198
"All","8.4.SR38",17,"2018-12-06","Irwin Reef","South Rig",114.8696692,-29.45346812
"Legal","8.4.SR38",10,"2018-12-06","Irwin Reef","South Rig",114.8696692,-29.45346812
"Sublegal","8.4.SR38",7,"2018-12-06","Irwin Reef","South Rig",114.8696692,-29.45346812
"All","8.4.SR45",4,"2018-12-06","Irwin Reef","South Rig",114.869355,-29.456755
"Legal","8.4.SR45",2,"2018-12-06","Irwin Reef","South Rig",114.869355,-29.456755
"Sublegal","8.4.SR45",2,"2018-12-06","Irwin Reef","South Rig",114.869355,-29.456755
"All","8.4.SR46",4,"2018-12-06","Irwin Reef","South Rig",114.8685067,-29.45798167
"Legal","8.4.SR46",1,"2018-12-06","Irwin Reef","South Rig",114.8685067,-29.45798167
"Sublegal","8.4.SR46",3,"2018-12-06","Irwin Reef","South Rig",114.8685067,-29.45798167
"All","8.4.SR5",1,"2018-12-06","Irwin Reef","South Rig",114.8688767,-29.45747833
"Legal","8.4.SR5",1,"2018-12-06","Irwin Reef","South Rig",114.8688767,-29.45747833
"Sublegal","8.4.SR5",0,"2018-12-06","Irwin Reef","South Rig",114.8688767,-29.45747833
"All","8.4.SR50",18,"2018-12-06","Irwin Reef","South Rig",114.8670967,-29.459915
"Legal","8.4.SR50",11,"2018-12-06","Irwin Reef","South Rig",114.8670967,-29.459915
"Sublegal","8.4.SR50",7,"2018-12-06","Irwin Reef","South Rig",114.8670967,-29.459915
"All","8.4.WL10",8,"2018-12-06","White Point","Whites Lump",114.8855733,-29.38502
"Legal","8.4.WL10",3,"2018-12-06","White Point","Whites Lump",114.8855733,-29.38502
"Sublegal","8.4.WL10",5,"2018-12-06","White Point","Whites Lump",114.8855733,-29.38502
"All","8.4.WL22",10,"2018-12-06","White Point","Whites Lump",114.887165,-29.38269833
"Legal","8.4.WL22",3,"2018-12-06","White Point","Whites Lump",114.887165,-29.38269833
"Sublegal","8.4.WL22",7,"2018-12-06","White Point","Whites Lump",114.887165,-29.38269833
"All","8.4.WL24",3,"2018-12-06","White Point","Whites Lump",114.88643,-29.38387167
"Legal","8.4.WL24",0,"2018-12-06","White Point","Whites Lump",114.88643,-29.38387167
"Sublegal","8.4.WL24",3,"2018-12-06","White Point","Whites Lump",114.88643,-29.38387167
"All","8.4.WL26",7,"2018-12-06","White Point","Whites Lump",114.8875117,-29.38228
"Legal","8.4.WL26",4,"2018-12-06","White Point","Whites Lump",114.8875117,-29.38228
"Sublegal","8.4.WL26",3,"2018-12-06","White Point","Whites Lump",114.8875117,-29.38228
"All","8.4.WL28",15,"2018-12-06","White Point","Whites Lump",114.8854083,-29.384555
"Legal","8.4.WL28",6,"2018-12-06","White Point","Whites Lump",114.8854083,-29.384555
"Sublegal","8.4.WL28",9,"2018-12-06","White Point","Whites Lump",114.8854083,-29.384555
"All","8.4.WL3",9,"2018-12-06","White Point","Whites Lump",114.8852633,-29.38395333
"Legal","8.4.WL3",5,"2018-12-06","White Point","Whites Lump",114.8852633,-29.38395333
"Sublegal","8.4.WL3",4,"2018-12-06","White Point","Whites Lump",114.8852633,-29.38395333
