"","X","trip.day.trap","Date","Site","Longitude","Latitude","Location","Sum.m","Sum.f","Lat","Long","SiteNo","sst"
"677",677,"5.1.CHout2_3",2018-09-14,"Cliff Head North",114.9561,-29.48292,"Cliff Head",1,10,-29.48292,114.9561,"-29.48292114.9561",17.9
"678",678,"5.1.CHout2_45",2018-09-14,"Cliff Head North",114.9564,-29.48299,"Cliff Head",1,2,-29.48299,114.9564,"-29.48299114.9564",17.9
"679",679,"5.1.CHout2_50",2018-09-14,"Cliff Head North",114.9558,-29.48363,"Cliff Head",6,1,-29.48363,114.9558,"-29.48363114.9558",17.9
"680",680,"5.1.CHout2_17",2018-09-14,"Cliff Head North",114.9556,-29.48426,"Cliff Head",3,1,-29.48426,114.9556,"-29.48426114.9556",17.9
"681",681,"5.1.CHout2_28",2018-09-14,"Cliff Head North",114.9555,-29.48475,"Cliff Head",6,3,-29.48475,114.9555,"-29.48475114.9555",17.9
"682",682,"5.2.GR13",2018-09-15,"Golden Ridge",114.9295,-29.53563,"Golden Ridge",3,6,-29.53563,114.9295,"-29.53563114.9295",17.79
"683",683,"5.2.GR20",2018-09-15,"Golden Ridge",114.9296,-29.53668,"Golden Ridge",3,4,-29.53668,114.9296,"-29.53668114.9296",17.79
"684",684,"5.2.GR5",2018-09-15,"Golden Ridge",114.9294,-29.53705,"Golden Ridge",5,2,-29.53705,114.9294,"-29.53705114.9294",17.79
"685",685,"5.2.GR1",2018-09-15,"Golden Ridge",114.9286,-29.53716,"Golden Ridge",0,0,-29.53716,114.9286,"-29.53716114.9286",17.79
"686",686,"5.2.GR16",2018-09-15,"Golden Ridge",114.9285,-29.53812,"Golden Ridge",5,6,-29.53812,114.9285,"-29.53812114.9285",17.79
"687",687,"5.2.GR35",2018-09-15,"Golden Ridge",114.9284,-29.53862,"Golden Ridge",3,2,-29.53862,114.9284,"-29.53862114.9284",17.79
"688",688,"5.2.GR32",2018-09-15,"Golden Ridge",114.928,-29.53926,"Golden Ridge",1,0,-29.53926,114.928,"-29.53926114.928",17.79
"689",689,"5.2.GR24",2018-09-15,"Golden Ridge",114.9286,-29.54017,"Golden Ridge",2,1,-29.54017,114.9286,"-29.54017114.9286",17.79
"690",690,"5.2.GR21",2018-09-15,"Golden Ridge",114.9287,-29.53948,"Golden Ridge",8,3,-29.53948,114.9287,"-29.53948114.9287",17.79
"691",691,"5.2.GR9",2018-09-15,"Golden Ridge",114.9278,-29.54046,"Golden Ridge",11,3,-29.54046,114.9278,"-29.54046114.9278",17.79
"692",692,"5.2.CHin1_49",2018-09-15,"Cliff Head Mid",114.96,-29.52562,"Cliff Head",0,2,-29.52562,114.96,"-29.52562114.96",17.79
"693",693,"5.2.CHin1_27",2018-09-15,"Cliff Head Mid",114.9601,-29.52491,"Cliff Head",1,0,-29.52491,114.9601,"-29.52491114.9601",17.79
"694",694,"5.2.CHin1_25",2018-09-15,"Cliff Head Mid",114.9601,-29.52462,"Cliff Head",0,1,-29.52462,114.9601,"-29.52462114.9601",17.79
"695",695,"5.2.CHin1_43",2018-09-15,"Cliff Head Mid",114.9602,-29.52412,"Cliff Head",0,1,-29.52412,114.9602,"-29.52412114.9602",17.79
"696",696,"5.2.CHin1_4",2018-09-15,"Cliff Head Mid",114.9606,-29.52282,"Cliff Head",0,0,-29.52282,114.9606,"-29.52282114.9606",17.79
"697",697,"5.2.CHin1_40",2018-09-15,"Cliff Head Mid",114.9605,-29.52094,"Cliff Head",2,4,-29.52094,114.9605,"-29.52094114.9605",17.79
"698",698,"5.2.CHin2_34",2018-09-15,"Cliff Head South",114.9528,-29.53752,"Cliff Head",1,0,-29.53752,114.9528,"-29.53752114.9528",17.79
"699",699,"5.2.CHin2_26",2018-09-15,"Cliff Head South",114.953,-29.53861,"Cliff Head",6,5,-29.53861,114.953,"-29.53861114.953",17.79
"700",700,"5.2.CHin2_31",2018-09-15,"Cliff Head South",114.9526,-29.53892,"Cliff Head",1,3,-29.53892,114.9526,"-29.53892114.9526",17.79
"701",701,"5.2.CHin2_23",2018-09-15,"Cliff Head South",114.9524,-29.53939,"Cliff Head",1,3,-29.53939,114.9524,"-29.53939114.9524",17.79
"702",702,"5.2.CHin2_41",2018-09-15,"Cliff Head South",114.9511,-29.53955,"Cliff Head",3,1,-29.53955,114.9511,"-29.53955114.9511",17.79
"703",703,"5.2.CHin2_48",2018-09-15,"Cliff Head South",114.9505,-29.53993,"Cliff Head",4,3,-29.53993,114.9505,"-29.53993114.9505",17.79
"704",704,"5.2.CHin2_22",2018-09-15,"Cliff Head South",114.9509,-29.54004,"Cliff Head",0,0,-29.54004,114.9509,"-29.54004114.9509",17.79
"705",705,"5.2.CHin2_29",2018-09-15,"Cliff Head South",114.9503,-29.54049,"Cliff Head",10,6,-29.54049,114.9503,"-29.54049114.9503",17.79
"706",706,"5.2.CHin2_11",2018-09-15,"Cliff Head South",114.9503,-29.54092,"Cliff Head",2,5,-29.54092,114.9503,"-29.54092114.9503",17.79
"707",707,"5.2.CHout2_2",2018-09-15,"Cliff Head North",114.9588,-29.4844,"Cliff Head",2,1,-29.4844,114.9588,"-29.4844114.9588",17.49
"708",708,"5.2.CHout2_15",2018-09-15,"Cliff Head North",114.9592,-29.48333,"Cliff Head",5,3,-29.48333,114.9592,"-29.48333114.9592",17.49
"709",709,"5.2.CHout2_7",2018-09-15,"Cliff Head North",114.9591,-29.48262,"Cliff Head",1,2,-29.48262,114.9591,"-29.48262114.9591",17.49
"710",710,"5.2.CHout2_38",2018-09-15,"Cliff Head North",114.9594,-29.4823,"Cliff Head",1,1,-29.4823,114.9594,"-29.4823114.9594",17.49
"711",711,"5.2.CHout2_19",2018-09-15,"Cliff Head North",114.9595,-29.48179,"Cliff Head",2,6,-29.48179,114.9595,"-29.48179114.9595",17.49
"712",712,"5.2.CHout2_36",2018-09-15,"Cliff Head North",114.957,-29.47886,"Cliff Head",0,1,-29.47886,114.957,"-29.47886114.957",17.49
"713",713,"5.2.CHout2_44",2018-09-15,"Cliff Head North",114.9572,-29.47929,"Cliff Head",4,4,-29.47929,114.9572,"-29.47929114.9572",17.49
"714",714,"5.2.CHout2_39",2018-09-15,"Cliff Head North",114.957,-29.47967,"Cliff Head",0,3,-29.47967,114.957,"-29.47967114.957",17.49
"715",715,"5.2.CHout2_6",2018-09-15,"Cliff Head North",114.9569,-29.48013,"Cliff Head",1,1,-29.48013,114.9569,"-29.48013114.9569",17.49
"716",716,"5.2.CHout2_10",2018-09-15,"Cliff Head North",114.9569,-29.48052,"Cliff Head",1,1,-29.48052,114.9569,"-29.48052114.9569",17.49
"717",717,"5.2.CHout2_47",2018-09-15,"Cliff Head North",114.9572,-29.48091,"Cliff Head",2,1,-29.48091,114.9572,"-29.48091114.9572",17.49
"718",718,"5.2.CHout2_46",2018-09-15,"Cliff Head North",114.9569,-29.48147,"Cliff Head",1,3,-29.48147,114.9569,"-29.48147114.9569",17.49
"719",719,"5.2.CHout2_18",2018-09-15,"Cliff Head North",114.957,-29.48196,"Cliff Head",1,2,-29.48196,114.957,"-29.48196114.957",17.49
"720",720,"5.2.CHout2_37",2018-09-15,"Cliff Head North",114.957,-29.48239,"Cliff Head",1,0,-29.48239,114.957,"-29.48239114.957",17.49
"721",721,"5.2.CHout2_8",2018-09-15,"Cliff Head North",114.9569,-29.4828,"Cliff Head",0,0,-29.4828,114.9569,"-29.4828114.9569",17.49
"722",722,"5.2.CHout2_3",2018-09-15,"Cliff Head North",114.9564,-29.48308,"Cliff Head",2,1,-29.48308,114.9564,"-29.48308114.9564",17.49
"723",723,"5.2.CHout2_45",2018-09-15,"Cliff Head North",114.9563,-29.48369,"Cliff Head",1,3,-29.48369,114.9563,"-29.48369114.9563",17.49
"724",724,"5.2.CHout2_50",2018-09-15,"Cliff Head North",114.9558,-29.48418,"Cliff Head",1,2,-29.48418,114.9558,"-29.48418114.9558",17.49
"725",725,"5.2.CHout2_17",2018-09-15,"Cliff Head North",114.9557,-29.48451,"Cliff Head",2,1,-29.48451,114.9557,"-29.48451114.9557",17.49
"726",726,"5.2.CHout2_28",2018-09-15,"Cliff Head North",114.9557,-29.48484,"Cliff Head",0,0,-29.48484,114.9557,"-29.48484114.9557",17.49
"727",727,"5.3.LH8",2018-09-16,"Little Horseshoe",114.9261,-29.46091,"Cliff Head",0,0,-29.46091,114.9261,"-29.46091114.9261",17.15
"728",728,"5.3.LH17",2018-09-16,"Little Horseshoe",114.9239,-29.4672,"Cliff Head",0,1,-29.4672,114.9239,"-29.4672114.9239",17.15
"729",729,"5.3.LH18",2018-09-16,"Little Horseshoe",114.9265,-29.46024,"Cliff Head",10,3,-29.46024,114.9265,"-29.46024114.9265",17.15
"730",730,"5.3.LH46",2018-09-16,"Little Horseshoe",114.9266,-29.4597,"Cliff Head",6,6,-29.4597,114.9266,"-29.4597114.9266",17.15
"731",731,"5.3.LH47",2018-09-16,"Little Horseshoe",114.9266,-29.45922,"Cliff Head",0,0,-29.45922,114.9266,"-29.45922114.9266",17.15
"732",732,"5.3.LH3",2018-09-16,"Little Horseshoe",114.9242,-29.46522,"Cliff Head",2,1,-29.46522,114.9242,"-29.46522114.9242",17.15
"733",733,"5.3.LH45",2018-09-16,"Little Horseshoe",114.9252,-29.46572,"Cliff Head",0,3,-29.46572,114.9252,"-29.46572114.9252",17.15
"734",734,"5.3.LH28",2018-09-16,"Little Horseshoe",114.9234,-29.4673,"Cliff Head",7,1,-29.4673,114.9234,"-29.4673114.9234",17.15
"735",735,"5.3.SR44",2018-09-16,"South Rig",114.8723,-29.45865,"Irwin Reef",0,0,-29.45865,114.8723,"-29.45865114.8723",17.15
"736",736,"5.3.SR10",2018-09-16,"South Rig",114.8686,-29.45817,"Irwin Reef",2,2,-29.45817,114.8686,"-29.45817114.8686",17.15
"737",737,"5.3.SR36",2018-09-16,"South Rig",114.8688,-29.4577,"Irwin Reef",8,2,-29.4577,114.8688,"-29.4577114.8688",17.15
"738",738,"5.3.SR6",2018-09-16,"South Rig",114.8717,-29.4559,"Irwin Reef",0,0,-29.4559,114.8717,"-29.4559114.8717",17.15
"739",739,"5.3.SR19",2018-09-16,"South Rig",114.8702,-29.45532,"Irwin Reef",3,0,-29.45532,114.8702,"-29.45532114.8702",17.15
"740",740,"5.3.SR39",2018-09-16,"South Rig",114.8701,-29.45395,"Irwin Reef",0,1,-29.45395,114.8701,"-29.45395114.8701",17.15
"741",741,"5.3.SR38",2018-09-16,"South Rig",114.871,-29.45417,"Irwin Reef",5,3,-29.45417,114.871,"-29.45417114.871",17.15
"742",742,"5.3.SR40",2018-09-16,"South Rig",114.8708,-29.45167,"Irwin Reef",2,1,-29.45167,114.8708,"-29.45167114.8708",17.15
"743",743,"5.3.WL23",2018-09-16,"Whites Lump",114.8858,-29.38433,"Irwin Reef",3,0,-29.38433,114.8858,"-29.38433114.8858",17.15
"744",744,"5.3.WL48",2018-09-16,"Whites Lump",114.8865,-29.38373,"Irwin Reef",2,6,-29.38373,114.8865,"-29.38373114.8865",17.15
"745",745,"5.3.WL31",2018-09-16,"Whites Lump",114.8871,-29.38287,"Irwin Reef",1,1,-29.38287,114.8871,"-29.38287114.8871",17.15
"746",746,"5.3.WL21",2018-09-16,"Whites Lump",114.8879,-29.3829,"Irwin Reef",0,3,-29.3829,114.8879,"-29.3829114.8879",17.15
"747",747,"5.3.WL9",2018-09-16,"Whites Lump",114.8883,-29.383,"Irwin Reef",1,2,-29.383,114.8883,"-29.383114.8883",17.15
"748",748,"5.3.JB2",2018-09-16,"White Point",114.8959,-29.42687,"Irwin Reef",6,2,-29.42687,114.8959,"-29.42687114.8959",17.15
"749",749,"5.3.JB4",2018-09-16,"White Point",114.8954,-29.42454,"Irwin Reef",1,1,-29.42454,114.8954,"-29.42454114.8954",17.15
"750",750,"5.3.JB27",2018-09-16,"White Point",114.8954,-29.42409,"Irwin Reef",3,0,-29.42409,114.8954,"-29.42409114.8954",17.15
"751",751,"5.3.JB49",2018-09-16,"White Point",114.8954,-29.4238,"Irwin Reef",1,1,-29.4238,114.8954,"-29.4238114.8954",17.15
"752",752,"5.3.JB12",2018-09-16,"White Point",114.8952,-29.4234,"Irwin Reef",1,2,-29.4234,114.8952,"-29.4234114.8952",17.15
"753",753,"5.3.JB11",2018-09-16,"White Point",114.8951,-29.42309,"Irwin Reef",2,3,-29.42309,114.8951,"-29.42309114.8951",17.15
"754",754,"5.3.JB43",2018-09-16,"White Point",114.895,-29.42245,"Irwin Reef",6,6,-29.42245,114.895,"-29.42245114.895",17.15
"755",755,"5.3.JB25",2018-09-16,"White Point",114.8946,-29.42135,"Irwin Reef",4,2,-29.42135,114.8946,"-29.42135114.8946",17.15
"756",756,"5.3.JB33",2018-09-16,"White Point",114.8975,-29.42057,"Irwin Reef",2,2,-29.42057,114.8975,"-29.42057114.8975",17.15
"757",757,"5.3.JB30",2018-09-16,"White Point",114.8985,-29.42072,"Irwin Reef",7,4,-29.42072,114.8985,"-29.42072114.8985",17.15
"758",758,"5.3.JB29",2018-09-16,"White Point",114.8976,-29.42019,"Irwin Reef",2,3,-29.42019,114.8976,"-29.42019114.8976",17.15
"759",759,"5.3.JB22",2018-09-16,"White Point",114.8983,-29.41967,"Irwin Reef",1,0,-29.41967,114.8983,"-29.41967114.8983",17.15
"760",760,"5.3.IR24",2018-09-16,"Irwin Reef",114.873,-29.34517,"Irwin Reef",12,8,-29.34517,114.873,"-29.34517114.873",17.15
"761",761,"5.3.IR26",2018-09-16,"Irwin Reef",114.8739,-29.34481,"Irwin Reef",21,13,-29.34481,114.8739,"-29.34481114.8739",17.15
"762",762,"5.3.IR32",2018-09-16,"Irwin Reef",114.8741,-29.34436,"Irwin Reef",14,19,-29.34436,114.8741,"-29.34436114.8741",17.15
"763",763,"5.3.IR35",2018-09-16,"Irwin Reef",114.874,-29.34336,"Irwin Reef",18,17,-29.34336,114.874,"-29.34336114.874",17.15
"764",764,"5.3.IR16",2018-09-16,"Irwin Reef",114.874,-29.34298,"Irwin Reef",6,2,-29.34298,114.874,"-29.34298114.874",17.15
"765",765,"5.3.IR20",2018-09-16,"Irwin Reef",114.8739,-29.34249,"Irwin Reef",5,2,-29.34249,114.8739,"-29.34249114.8739",17.15
"766",766,"5.3.IR13",2018-09-16,"Irwin Reef",114.8738,-29.34208,"Irwin Reef",2,5,-29.34208,114.8738,"-29.34208114.8738",17.15
"767",767,"5.3.IR1",2018-09-16,"Irwin Reef",114.8734,-29.34179,"Irwin Reef",4,6,-29.34179,114.8734,"-29.34179114.8734",17.15
"768",768,"5.3.IR5",2018-09-16,"Irwin Reef",114.8731,-29.32344,"Irwin Reef",0,1,-29.32344,114.8731,"-29.32344114.8731",17.15
"769",769,"5.4.SR40",2018-09-17,"South Rig",114.8709,-29.45179,"Irwin Reef",0,2,-29.45179,114.8709,"-29.45179114.8709",16.89
"770",770,"5.4.SR7",2018-09-17,"South Rig",114.8702,-29.45295,"Irwin Reef",0,0,-29.45295,114.8702,"-29.45295114.8702",16.89
"771",771,"5.4.SR39",2018-09-17,"South Rig",114.8701,-29.45411,"Irwin Reef",0,0,-29.45411,114.8701,"-29.45411114.8701",16.89
"772",772,"5.4.SR38",2018-09-17,"South Rig",114.871,-29.45412,"Irwin Reef",0,2,-29.45412,114.871,"-29.45412114.871",16.89
"773",773,"5.4.SR19",2018-09-17,"South Rig",114.87,-29.45524,"Irwin Reef",3,4,-29.45524,114.87,"-29.45524114.87",16.89
"774",774,"5.4.SR6",2018-09-17,"South Rig",114.8718,-29.45601,"Irwin Reef",1,1,-29.45601,114.8718,"-29.45601114.8718",16.89
"775",775,"5.4.SR36",2018-09-17,"South Rig",114.8689,-29.45755,"Irwin Reef",3,4,-29.45755,114.8689,"-29.45755114.8689",16.89
"776",776,"5.4.SR44",2018-09-17,"South Rig",114.8686,-29.45804,"Irwin Reef",0,1,-29.45804,114.8686,"-29.45804114.8686",16.89
"777",777,"5.4.LH47",2018-09-17,"Little Horseshoe",114.9267,-29.45919,"Cliff Head",0,1,-29.45919,114.9267,"-29.45919114.9267",16.89
"778",778,"5.4.LH46",2018-09-17,"Little Horseshoe",114.9266,-29.45965,"Cliff Head",6,4,-29.45965,114.9266,"-29.45965114.9266",16.89
"779",779,"5.4.LH18",2018-09-17,"Little Horseshoe",114.9266,-29.46002,"Cliff Head",3,2,-29.46002,114.9266,"-29.46002114.9266",16.89
"780",780,"5.4.LH37",2018-09-17,"Little Horseshoe",114.9264,-29.46036,"Cliff Head",0,5,-29.46036,114.9264,"-29.46036114.9264",16.89
"781",781,"5.4.LH3",2018-09-17,"Little Horseshoe",114.9245,-29.46502,"Cliff Head",6,17,-29.46502,114.9245,"-29.46502114.9245",16.89
"782",782,"5.4.LH50",2018-09-17,"Little Horseshoe",114.9252,-29.4668,"Cliff Head",3,4,-29.4668,114.9252,"-29.4668114.9252",16.89
"783",783,"5.4.LH45",2018-09-17,"Little Horseshoe",114.9256,-29.46568,"Cliff Head",1,0,-29.46568,114.9256,"-29.46568114.9256",16.89
"784",784,"5.4.LH28",2018-09-17,"Little Horseshoe",114.9235,-29.46732,"Cliff Head",2,1,-29.46732,114.9235,"-29.46732114.9235",16.89
"785",785,"5.4.WL9",2018-09-17,"Whites Lump",114.8884,-29.38319,"Irwin Reef",4,6,-29.38319,114.8884,"-29.38319114.8884",16.89
"786",786,"5.4.WL21",2018-09-17,"Whites Lump",114.8879,-29.38296,"Irwin Reef",1,1,-29.38296,114.8879,"-29.38296114.8879",16.89
"787",787,"5.4.WL31",2018-09-17,"Whites Lump",114.8872,-29.38293,"Irwin Reef",4,1,-29.38293,114.8872,"-29.38293114.8872",16.89
"788",788,"5.4.WL48",2018-09-17,"Whites Lump",114.8867,-29.38396,"Irwin Reef",2,5,-29.38396,114.8867,"-29.38396114.8867",16.89
"789",789,"5.4.WL41",2018-09-17,"Whites Lump",114.886,-29.38532,"Irwin Reef",0,0,-29.38532,114.886,"-29.38532114.886",16.89
"790",790,"5.4.JB22",2018-09-17,"White Point",114.8983,-29.41972,"Irwin Reef",0,0,-29.41972,114.8983,"-29.41972114.8983",16.89
"791",791,"5.4.JB29",2018-09-17,"White Point",114.8977,-29.41997,"Irwin Reef",1,2,-29.41997,114.8977,"-29.41997114.8977",16.89
"792",792,"5.4.JB30",2018-09-17,"White Point",114.8977,-29.42026,"Irwin Reef",2,4,-29.42026,114.8977,"-29.42026114.8977",16.89
"793",793,"5.4.JB33",2018-09-17,"White Point",114.8976,-29.42061,"Irwin Reef",0,0,-29.42061,114.8976,"-29.42061114.8976",16.89
"794",794,"5.4.JB11",2018-09-17,"White Point",114.8949,-29.42238,"Irwin Reef",2,1,-29.42238,114.8949,"-29.42238114.8949",16.89
"795",795,"5.4.JB49",2018-09-17,"White Point",114.8951,-29.42314,"Irwin Reef",1,1,-29.42314,114.8951,"-29.42314114.8951",16.89
"796",796,"5.4.JB27",2018-09-17,"White Point",114.8955,-29.42401,"Irwin Reef",0,0,-29.42401,114.8955,"-29.42401114.8955",16.89
"797",797,"5.4.JB4",2018-09-17,"White Point",114.8954,-29.42437,"Irwin Reef",0,0,-29.42437,114.8954,"-29.42437114.8954",16.89
"798",798,"5.4.JB2",2018-09-17,"White Point",114.896,-29.42667,"Irwin Reef",11,17,-29.42667,114.896,"-29.42667114.896",16.89
"799",799,"5.4.IR1",2018-09-17,"Irwin Reef",114.8731,-29.34121,"Irwin Reef",7,2,-29.34121,114.8731,"-29.34121114.8731",16.89
"800",800,"5.4.IR13",2018-09-17,"Irwin Reef",114.8732,-29.34169,"Irwin Reef",2,0,-29.34169,114.8732,"-29.34169114.8732",16.89
"801",801,"5.4.IR16",2018-09-17,"Irwin Reef",114.8738,-29.34236,"Irwin Reef",0,4,-29.34236,114.8738,"-29.34236114.8738",16.89
"802",802,"5.4.IR35",2018-09-17,"Irwin Reef",114.8741,-29.34284,"Irwin Reef",2,2,-29.34284,114.8741,"-29.34284114.8741",16.89
"803",803,"5.4.IR34",2018-09-17,"Irwin Reef",114.874,-29.34328,"Irwin Reef",7,8,-29.34328,114.874,"-29.34328114.874",16.89
"804",804,"5.4.IR32",2018-09-17,"Irwin Reef",114.8742,-29.34374,"Irwin Reef",1,0,-29.34374,114.8742,"-29.34374114.8742",16.89
"805",805,"5.4.IR26",2018-09-17,"Irwin Reef",114.8739,-29.34439,"Irwin Reef",24,20,-29.34439,114.8739,"-29.34439114.8739",16.89
"806",806,"5.4.IR24",2018-09-17,"Irwin Reef",114.8737,-29.34486,"Irwin Reef",15,26,-29.34486,114.8737,"-29.34486114.8737",16.89
"807",807,"5.4.IR5",2018-09-17,"Irwin Reef",114.8734,-29.32323,"Irwin Reef",1,0,-29.32323,114.8734,"-29.32323114.8734",16.89
"808",808,"6.1.GR26",2018-11-06,"Golden Ridge",114.9294,-29.53542,"Golden Ridge",4,2,-29.53542,114.9294,"-29.53542114.9294",19.15
"809",809,"6.1.GR24",2018-11-06,"Golden Ridge",114.9294,-29.53668,"Golden Ridge",6,6,-29.53668,114.9294,"-29.53668114.9294",19.15
"810",810,"6.1.GR35",2018-11-06,"Golden Ridge",114.9293,-29.53689,"Golden Ridge",3,6,-29.53689,114.9293,"-29.53689114.9293",19.15
"811",811,"6.1.GR5",2018-11-06,"Golden Ridge",114.9286,-29.53705,"Golden Ridge",2,1,-29.53705,114.9286,"-29.53705114.9286",19.15
"812",812,"6.1.GR31",2018-11-06,"Golden Ridge",114.9283,-29.53909,"Golden Ridge",0,0,-29.53909,114.9283,"-29.53909114.9283",19.15
"813",813,"6.1.GR9",2018-11-06,"Golden Ridge",114.9287,-29.53951,"Golden Ridge",0,0,-29.53951,114.9287,"-29.53951114.9287",19.15
"814",814,"6.1.GR48",2018-11-06,"Golden Ridge",114.9284,-29.53993,"Golden Ridge",1,6,-29.53993,114.9284,"-29.53993114.9284",19.15
"815",815,"6.1.GR27",2018-11-06,"Golden Ridge",114.9277,-29.54051,"Golden Ridge",0,0,-29.54051,114.9277,"-29.54051114.9277",19.15
"816",816,"6.1.CHin1_38",2018-11-06,"Cliff Head Mid",114.9603,-29.52413,"Cliff Head",0,1,-29.52413,114.9603,"-29.52413114.9603",19.15
"817",817,"6.1.CHin1_21",2018-11-06,"Cliff Head Mid",114.9607,-29.52274,"Cliff Head",1,0,-29.52274,114.9607,"-29.52274114.9607",19.15
"818",818,"6.1.CHin1_33",2018-11-06,"Cliff Head Mid",114.9602,-29.52411,"Cliff Head",0,0,-29.52411,114.9602,"-29.52411114.9602",19.15
"819",819,"6.1.CHin1_19",2018-11-06,"Cliff Head Mid",114.9602,-29.52411,"Cliff Head",0,0,-29.52411,114.9602,"-29.52411114.9602",19.15
"820",820,"6.1.CHin1_44",2018-11-06,"Cliff Head Mid",114.9604,-29.52521,"Cliff Head",1,1,-29.52521,114.9604,"-29.52521114.9604",19.15
"821",821,"6.1.CHin1_25",2018-11-06,"Cliff Head Mid",114.96,-29.52561,"Cliff Head",0,0,-29.52561,114.96,"-29.52561114.96",19.15
"822",822,"6.1.CHin2_30",2018-11-06,"Cliff Head South",114.953,-29.53771,"Cliff Head",0,0,-29.53771,114.953,"-29.53771114.953",19.15
"823",823,"6.1.CHin2_4",2018-11-06,"Cliff Head South",114.9528,-29.53742,"Cliff Head",2,2,-29.53742,114.9528,"-29.53742114.9528",19.15
"824",824,"6.1.CHin2_20",2018-11-06,"Cliff Head South",114.9529,-29.53853,"Cliff Head",0,0,-29.53853,114.9529,"-29.53853114.9529",19.15
"825",825,"6.1.CHin2_2",2018-11-06,"Cliff Head South",114.9524,-29.53869,"Cliff Head",0,0,-29.53869,114.9524,"-29.53869114.9524",19.15
"826",826,"6.1.CHin2_1",2018-11-06,"Cliff Head South",114.9523,-29.5395,"Cliff Head",0,0,-29.5395,114.9523,"-29.5395114.9523",19.15
"827",827,"6.1.CHin2_23",2018-11-06,"Cliff Head South",114.9511,-29.53947,"Cliff Head",2,2,-29.53947,114.9511,"-29.53947114.9511",19.15
"828",828,"6.1.CHin2_32",2018-11-06,"Cliff Head South",114.9503,-29.53981,"Cliff Head",0,0,-29.53981,114.9503,"-29.53981114.9503",19.15
"829",829,"6.1.CHin2_49",2018-11-06,"Cliff Head South",114.9501,-29.54038,"Cliff Head",0,2,-29.54038,114.9501,"-29.54038114.9501",19.15
"830",830,"6.1.CHin2_12",2018-11-06,"Cliff Head South",114.9505,-29.54079,"Cliff Head",1,2,-29.54079,114.9505,"-29.54079114.9505",19.15
"831",831,"6.1.CHin2_43",2018-11-06,"Cliff Head South",114.9594,-29.53552,"Cliff Head",0,0,-29.53552,114.9594,"-29.53552114.9594",19.15
"832",832,"6.1.CHin2_39",2018-11-06,"Cliff Head South",114.9588,-29.53622,"Cliff Head",1,0,-29.53622,114.9588,"-29.53622114.9588",19.15
"833",833,"6.1.CHin2_41",2018-11-06,"Cliff Head South",114.9585,-29.5365,"Cliff Head",1,0,-29.5365,114.9585,"-29.5365114.9585",19.15
"834",834,"6.1.CHout2_46",2018-11-06,"Cliff Head North",114.9571,-29.4789,"Cliff Head",0,0,-29.4789,114.9571,"-29.4789114.9571",19.24
"835",835,"6.1.CHout2_47",2018-11-06,"Cliff Head North",114.9569,-29.47979,"Cliff Head",0,1,-29.47979,114.9569,"-29.47979114.9569",19.24
"836",836,"6.1.CHout2_36",2018-11-06,"Cliff Head North",114.9569,-29.48042,"Cliff Head",0,1,-29.48042,114.9569,"-29.48042114.9569",19.24
"837",837,"6.1.CHout2_18",2018-11-06,"Cliff Head North",114.9571,-29.48088,"Cliff Head",1,0,-29.48088,114.9571,"-29.48088114.9571",19.24
"838",838,"6.1.CHout2_3",2018-11-06,"Cliff Head North",114.9571,-29.48088,"Cliff Head",2,1,-29.48088,114.9571,"-29.48088114.9571",19.24
"839",839,"6.1.CHout2_40",2018-11-06,"Cliff Head North",114.9568,-29.48189,"Cliff Head",1,2,-29.48189,114.9568,"-29.48189114.9568",19.24
"840",840,"6.1.CHout2_7",2018-11-06,"Cliff Head North",114.957,-29.48234,"Cliff Head",1,3,-29.48234,114.957,"-29.48234114.957",19.24
"841",841,"6.1.CHout2_8",2018-11-06,"Cliff Head North",114.9565,-29.48275,"Cliff Head",3,4,-29.48275,114.9565,"-29.48275114.9565",19.24
"842",842,"6.1.CHout2_45",2018-11-06,"Cliff Head North",114.9561,-29.48296,"Cliff Head",1,4,-29.48296,114.9561,"-29.48296114.9561",19.24
"843",843,"6.1.CHout2_28",2018-11-06,"Cliff Head North",114.9561,-29.48359,"Cliff Head",5,2,-29.48359,114.9561,"-29.48359114.9561",19.24
"844",844,"6.1.CHout2_17",2018-11-06,"Cliff Head North",114.9594,-29.48165,"Cliff Head",4,1,-29.48165,114.9594,"-29.48165114.9594",19.24
"845",845,"6.1.CHout2_11",2018-11-06,"Cliff Head North",114.9594,-29.48209,"Cliff Head",0,0,-29.48209,114.9594,"-29.48209114.9594",19.24
"846",846,"6.1.CHout2_10",2018-11-06,"Cliff Head North",114.9591,-29.48242,"Cliff Head",0,0,-29.48242,114.9591,"-29.48242114.9591",19.24
"847",847,"6.1.CHout2_22",2018-11-06,"Cliff Head North",114.959,-29.48301,"Cliff Head",0,0,-29.48301,114.959,"-29.48301114.959",19.24
"848",848,"6.1.CHout2_29",2018-11-06,"Cliff Head North",114.9585,-29.48359,"Cliff Head",2,0,-29.48359,114.9585,"-29.48359114.9585",19.24
"849",849,"6.2.CHin1_38",2018-11-07,"Cliff Head Mid",114.9605,-29.52086,"Cliff Head",1,1,-29.52086,114.9605,"-29.52086114.9605",18.96
"850",850,"6.2.CHin1_21",2018-11-07,"Cliff Head Mid",114.9608,-29.52258,"Cliff Head",0,0,-29.52258,114.9608,"-29.52258114.9608",18.96
