Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Pwf,Wkw
4.3.IR10,-29.34512,114.87309,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,10,1,13,,,
4.3.IR44,-29.34487,114.87383,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,44,1,13,,,
4.3.IR47,-29.34456,114.87398,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,47,1,13,,,
4.3.IR3,-29.34399,114.87418,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,3,1,13,,,
4.3.IR6,-29.34336,114.874,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,6,1,13,,,
4.3.IR36,-29.34275,114.8739,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,36,1,13,1,,
4.3.IR37,-29.34228,114.8738,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,37,1,13,,,
4.3.IR39,-29.34194,114.87367,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,39,1,13,,,
4.3.IR8,-29.34132,114.87303,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,8,1,13,,1,
4.3.IR46,-29.32365,114.87313,20180815,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,3,IR,46,1,13,1,,
4.4.LH29,-29.46094,114.9262,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,29,1,13,,,
4.4.LH5,-29.46046,114.9264,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,5,1,13,,,
4.4.LH9,-29.46004,114.92651,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,9,1,13,,,
4.4.LH35,-29.45978,114.9267,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,35,1,13,,,
4.4.LH1,-29.45929,114.92662,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,1,1,13,,,
4.4.LH13,-29.46732,114.92345,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,13,1,13,,,
4.4.LH24,-29.46724,114.92407,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,24,1,13,,,
4.4.LH23,-29.46673,114.92518,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,23,1,13,,,
4.4.LH48,-29.46571,114.92536,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,48,1,13,X,,
4.4.LH22,-29.46503,114.92443,20180816,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,LH,22,1,13,,,
4.4.SR41,-29.458,114.86876,20180816,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,SR,41,1,13,,,
4.4.SR20,-29.45602,114.87161,20180816,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,SR,20,1,13,,,
4.4.SR11,-29.45525,114.86999,20180816,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,SR,11,1,13,,,
4.4.SR21,-29.45405,114.8702,20180816,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,SR,21,1,13,,,
4.4.SR31,-29.4525,114.87074,20180816,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,SR,31,1,13,,,
4.4.SR49,-29.45173,114.87101,20180816,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,Crab (2),Dongara.Millers.Masters,4,4,SR,49,1,13,,,
4.4.JB26,-29.42668,114.89678,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,26,1,13,,,
4.4.JB33,-29.42679,114.89587,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,33,1,13,,,
4.4.JB40,-29.42444,114.89546,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,40,1,13,,,
4.4.JB43,-29.42411,114.89531,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,43,1,13,,,
4.4.JB25,-29.42372,114.89528,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,4,4,JB,25,1,13,,,
4.4.JB30,-29.42345,114.8952,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,30,1,13,,,
4.4.JB19,-29.42297,114.89519,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,19,1,13,,,
4.4.JB4,-29.42313,114.89797,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,4,1,13,,,
4.4.JB7,-29.42255,114.89755,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,7,1,13,,,
4.4.JB38,-29.42214,114.89557,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,38,1,13,,,
4.4.JB50,-29.42058,114.89769,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,50,1,13,,,
4.4.JB17,-29.42018,114.89775,20180816,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,JB,17,1,13,,,
4.4.WL34,-29.38319,114.8883,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,34,1,13,,,
4.4.WL32,-29.38267,114.88766,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,32,1,13,,,
4.4.WL27,-29.38294,114.88716,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,27,1,13,,,
4.4.WL18,-29.38328,114.88726,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,18,1,13,,,
4.4.WL15,-29.38377,114.88676,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,15,1,13,,,
4.4.WL28,-29.38419,114.88601,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,28,1,13,,,
4.4.WL16,-29.38517,114.88614,20180816,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,WL,16,1,13,,,
4.4.IR8,-29.34134,114.87309,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,8,1,13,,,
4.4.IR39,-29.34186,114.87342,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,39,1,13,,,
4.4.IR37,-29.34202,114.87368,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,37,1,13,,,
4.4.IR36,-29.34249,114.87373,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,36,1,13,,,
4.4.IR6,-29.34293,114.87399,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,6,1,13,,,
4.4.IR3,-29.34337,114.87418,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,3,1,13,,,1
4.4.IR47,-29.34364,114.87411,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,47,1,13,,,
4.4.IR44,-29.34421,114.87416,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,44,1,13,,,
4.4.IR10,-29.34492,114.8734,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,10,1,13,,,
4.4.IR46,-29.32329,114.87294,20180816,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,4,4,IR,46,1,13,,,
